"date","Year","DOY","Plot","rotation","N2O_non_gapfill","N2O_gapfill","N2O_gapfill_kean_Nicole"
"2016-02-29",2016,60,"P4","UAN",11.4613825,11.4613825,NA
"2016-03-01",2016,61,"P1","Urea+NUI",2.50042291,2.50042291,NA
"2016-03-01",2016,61,"P2","Urea",-2.97485482,-2.974854816,NA
"2016-03-01",2016,61,"P3","UAN+NUI",-17.76521981,-17.76521981,NA
"2016-03-01",2016,61,"P4","UAN",3.88349424,3.88349424,NA
"2016-03-02",2016,62,"P1","Urea+NUI",1.67727542,1.67727542,NA
"2016-03-02",2016,62,"P2","Urea",-9.60061853,-9.600618528,NA
"2016-03-02",2016,62,"P3","UAN+NUI",-19.79534246,-19.79534246,NA
"2016-03-02",2016,62,"P4","UAN",-14.02453094,-14.02453094,NA
"2016-03-03",2016,63,"P1","Urea+NUI",3.88232006,3.88232006,NA
"2016-03-03",2016,63,"P2","Urea",3.31834666,3.318346656,NA
"2016-03-03",2016,63,"P3","UAN+NUI",-3.12006989,-3.120069888,NA
"2016-03-03",2016,63,"P4","UAN",NA,-3.535808544,NA
"2016-03-04",2016,64,"P1","Urea+NUI",6.5119248,6.5119248,NA
"2016-03-04",2016,64,"P2","Urea",9.28186733,9.281867328,NA
"2016-03-04",2016,64,"P3","UAN+NUI",-2.29982371,-2.299823712,NA
"2016-03-04",2016,64,"P4","UAN",6.95291386,6.952913856,NA
"2016-03-05",2016,65,"P1","Urea+NUI",NA,11.98150877,NA
"2016-03-05",2016,65,"P2","Urea",NA,13.84333978,NA
"2016-03-05",2016,65,"P3","UAN+NUI",NA,2.72328048,NA
"2016-03-05",2016,65,"P4","UAN",17.98388093,17.98388093,NA
"2016-03-06",2016,66,"P1","Urea+NUI",17.45109274,17.45109274,NA
"2016-03-06",2016,66,"P2","Urea",18.40481222,18.40481222,NA
"2016-03-06",2016,66,"P3","UAN+NUI",7.74638467,7.746384672,NA
"2016-03-06",2016,66,"P4","UAN",18.42725462,18.42725462,NA
"2016-03-07",2016,67,"P1","Urea+NUI",22.4272584,22.4272584,NA
"2016-03-07",2016,67,"P2","Urea",16.8684241,16.8684241,NA
"2016-03-07",2016,67,"P3","UAN+NUI",8.68352227,8.683522272,NA
"2016-03-07",2016,67,"P4","UAN",20.42299699,20.42299699,NA
"2016-03-08",2016,68,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-08",2016,68,"P2","Urea",5.4474457,5.447445696,NA
"2016-03-08",2016,68,"P3","UAN+NUI",4.6579104,4.6579104,NA
"2016-03-08",2016,68,"P4","UAN",NA,6.824086405,NA
"2016-03-09",2016,69,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-09",2016,69,"P2","Urea",NA,7.438020768,NA
"2016-03-09",2016,69,"P3","UAN+NUI",NA,4.40571984,NA
"2016-03-09",2016,69,"P4","UAN",NA,6.824086405,NA
"2016-03-10",2016,70,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-10",2016,70,"P2","Urea",NA,7.438020768,NA
"2016-03-10",2016,70,"P3","UAN+NUI",NA,4.40571984,NA
"2016-03-10",2016,70,"P4","UAN",NA,6.824086405,NA
"2016-03-11",2016,71,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-11",2016,71,"P2","Urea",NA,7.438020768,NA
"2016-03-11",2016,71,"P3","UAN+NUI",NA,4.40571984,NA
"2016-03-11",2016,71,"P4","UAN",NA,6.824086405,NA
"2016-03-12",2016,72,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-12",2016,72,"P2","Urea",NA,7.438020768,NA
"2016-03-12",2016,72,"P3","UAN+NUI",NA,4.40571984,NA
"2016-03-12",2016,72,"P4","UAN",NA,6.824086405,NA
"2016-03-13",2016,73,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-13",2016,73,"P2","Urea",NA,7.438020768,NA
"2016-03-13",2016,73,"P3","UAN+NUI",NA,4.40571984,NA
"2016-03-13",2016,73,"P4","UAN",NA,6.824086405,NA
"2016-03-14",2016,74,"P1","Urea+NUI",NA,5.3815526,NA
"2016-03-14",2016,74,"P2","Urea",NA,7.438020768,NA
"2016-03-14",2016,74,"P3","UAN+NUI",NA,4.40571984,NA
"2016-03-14",2016,74,"P4","UAN",NA,6.824086405,NA
"2016-03-15",2016,75,"P1","Urea+NUI",-4.65875885,-4.65875885,NA
"2016-03-15",2016,75,"P2","Urea",-3.99418906,-3.994189056,NA
"2016-03-15",2016,75,"P3","UAN+NUI",2.70878774,2.708787744,NA
"2016-03-15",2016,75,"P4","UAN",2.65463741,2.654637408,NA
"2016-03-16",2016,76,"P1","Urea+NUI",-1.97804419,-1.97804419,NA
"2016-03-16",2016,76,"P2","Urea",1.40467046,1.404670464,NA
"2016-03-16",2016,76,"P3","UAN+NUI",2.9854224,2.9854224,NA
"2016-03-16",2016,76,"P4","UAN",1.90461802,1.904618016,NA
"2016-03-17",2016,77,"P1","Urea+NUI",3.85534771,3.85534771,NA
"2016-03-17",2016,77,"P2","Urea",4.03390973,4.033909728,NA
"2016-03-17",2016,77,"P3","UAN+NUI",5.74569504,5.74569504,NA
"2016-03-17",2016,77,"P4","UAN",2.68026451,2.680264512,NA
"2016-03-18",2016,78,"P1","Urea+NUI",4.98898742,4.98898742,NA
"2016-03-18",2016,78,"P2","Urea",7.68633235,7.686332352,NA
"2016-03-18",2016,78,"P3","UAN+NUI",3.28965494,3.289654944,NA
"2016-03-18",2016,78,"P4","UAN",5.74530365,5.745303648,NA
"2016-03-19",2016,79,"P1","Urea+NUI",6.16627814,6.16627814,NA
"2016-03-19",2016,79,"P2","Urea",7.80891408,7.80891408,NA
"2016-03-19",2016,79,"P3","UAN+NUI",6.1339248,6.1339248,NA
"2016-03-19",2016,79,"P4","UAN",5.0514529,5.051452896,NA
"2016-03-20",2016,80,"P1","Urea+NUI",-0.13584672,-0.13584672,NA
"2016-03-20",2016,80,"P2","Urea",4.40247053,4.402470528,NA
"2016-03-20",2016,80,"P3","UAN+NUI",9.54901613,9.549016128,NA
"2016-03-20",2016,80,"P4","UAN",5.44188154,5.441881536,NA
"2016-03-21",2016,81,"P1","Urea+NUI",7.27192598,7.27192598,NA
"2016-03-21",2016,81,"P2","Urea",6.8628911,6.862891104,NA
"2016-03-21",2016,81,"P3","UAN+NUI",7.67647325,7.676473248,NA
"2016-03-21",2016,81,"P4","UAN",11.58895555,11.58895555,NA
"2016-03-22",2016,82,"P1","Urea+NUI",2.0487911,2.0487911,NA
"2016-03-22",2016,82,"P2","Urea",2.10208608,2.10208608,NA
"2016-03-22",2016,82,"P3","UAN+NUI",9.62932493,9.629324928,NA
"2016-03-22",2016,82,"P4","UAN",2.34777744,2.34777744,NA
"2016-03-23",2016,83,"P1","Urea+NUI",-0.4157257,-0.4157257,NA
"2016-03-23",2016,83,"P2","Urea",8.55551981,8.555519808,NA
"2016-03-23",2016,83,"P3","UAN+NUI",11.78351885,11.78351885,NA
"2016-03-23",2016,83,"P4","UAN",7.30997827,7.309978272,NA
"2016-03-24",2016,84,"P1","Urea+NUI",NA,0.85724946,NA
"2016-03-24",2016,84,"P2","Urea",NA,0.802605564,NA
"2016-03-24",2016,84,"P3","UAN+NUI",NA,5.06547108,NA
"2016-03-24",2016,84,"P4","UAN",NA,4.084539372,NA
"2016-03-25",2016,85,"P1","Urea+NUI",NA,0.85724946,NA
"2016-03-25",2016,85,"P2","Urea",NA,0.802605564,NA
"2016-03-25",2016,85,"P3","UAN+NUI",NA,5.06547108,NA
"2016-03-25",2016,85,"P4","UAN",NA,4.084539372,NA
"2016-03-26",2016,86,"P1","Urea+NUI",NA,0.85724946,NA
"2016-03-26",2016,86,"P2","Urea",NA,0.802605564,NA
"2016-03-26",2016,86,"P3","UAN+NUI",NA,5.06547108,NA
"2016-03-26",2016,86,"P4","UAN",NA,4.084539372,NA
"2016-03-27",2016,87,"P1","Urea+NUI",NA,0.85724946,NA
"2016-03-27",2016,87,"P2","Urea",NA,0.802605564,NA
"2016-03-27",2016,87,"P3","UAN+NUI",NA,5.06547108,NA
"2016-03-27",2016,87,"P4","UAN",NA,4.084539372,NA
"2016-03-28",2016,88,"P1","Urea+NUI",8.14228157,8.14228157,NA
"2016-03-28",2016,88,"P2","Urea",-4.12538314,-4.125383136,NA
"2016-03-28",2016,88,"P3","UAN+NUI",8.8518649,8.851864896,NA
"2016-03-28",2016,88,"P4","UAN",-1.88832298,-1.888322976,NA
"2016-03-29",2016,89,"P1","Urea+NUI",3.23958442,3.23958442,NA
"2016-03-29",2016,89,"P2","Urea",8.36001562,8.360015616,NA
"2016-03-29",2016,89,"P3","UAN+NUI",9.01715933,9.017159328,NA
"2016-03-29",2016,89,"P4","UAN",5.5294583,5.529458304,NA
"2016-03-30",2016,90,"P1","Urea+NUI",-2.55270528,-2.55270528,NA
"2016-03-30",2016,90,"P2","Urea",-5.99001696,-5.99001696,NA
"2016-03-30",2016,90,"P3","UAN+NUI",-9.5341968,-9.5341968,NA
"2016-03-30",2016,90,"P4","UAN",-2.60160509,-2.601605088,NA
"2016-03-31",2016,91,"P1","Urea+NUI",-10.7403097,-10.7403097,NA
"2016-03-31",2016,91,"P2","Urea",-13.74673853,-13.74673853,NA
"2016-03-31",2016,91,"P3","UAN+NUI",-6.44939194,-6.449391936,NA
"2016-03-31",2016,91,"P4","UAN",4.94819194,4.948191936,NA
"2016-04-01",2016,92,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-01",2016,92,"P2","Urea",1.25584128,1.25584128,NA
"2016-04-01",2016,92,"P3","UAN+NUI",13.62018758,13.62018758,NA
"2016-04-01",2016,92,"P4","UAN",NA,2.198243405,NA
"2016-04-02",2016,93,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-02",2016,93,"P2","Urea",NA,1.889064058,NA
"2016-04-02",2016,93,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-02",2016,93,"P4","UAN",NA,2.198243405,NA
"2016-04-03",2016,94,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-03",2016,94,"P2","Urea",NA,1.889064058,NA
"2016-04-03",2016,94,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-03",2016,94,"P4","UAN",NA,2.198243405,NA
"2016-04-04",2016,95,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-04",2016,95,"P2","Urea",NA,1.889064058,NA
"2016-04-04",2016,95,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-04",2016,95,"P4","UAN",NA,2.198243405,NA
"2016-04-05",2016,96,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-05",2016,96,"P2","Urea",NA,1.889064058,NA
"2016-04-05",2016,96,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-05",2016,96,"P4","UAN",NA,2.198243405,NA
"2016-04-06",2016,97,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-06",2016,97,"P2","Urea",NA,1.889064058,NA
"2016-04-06",2016,97,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-06",2016,97,"P4","UAN",NA,2.198243405,NA
"2016-04-07",2016,98,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-07",2016,98,"P2","Urea",NA,1.889064058,NA
"2016-04-07",2016,98,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-07",2016,98,"P4","UAN",NA,2.198243405,NA
"2016-04-08",2016,99,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-08",2016,99,"P2","Urea",NA,1.889064058,NA
"2016-04-08",2016,99,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-08",2016,99,"P4","UAN",NA,2.198243405,NA
"2016-04-09",2016,100,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-09",2016,100,"P2","Urea",NA,1.889064058,NA
"2016-04-09",2016,100,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-09",2016,100,"P4","UAN",NA,2.198243405,NA
"2016-04-10",2016,101,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-10",2016,101,"P2","Urea",NA,1.889064058,NA
"2016-04-10",2016,101,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-10",2016,101,"P4","UAN",NA,2.198243405,NA
"2016-04-11",2016,102,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-11",2016,102,"P2","Urea",NA,1.889064058,NA
"2016-04-11",2016,102,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-11",2016,102,"P4","UAN",NA,2.198243405,NA
"2016-04-12",2016,103,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-12",2016,103,"P2","Urea",NA,1.889064058,NA
"2016-04-12",2016,103,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-12",2016,103,"P4","UAN",NA,2.198243405,NA
"2016-04-13",2016,104,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-13",2016,104,"P2","Urea",NA,1.889064058,NA
"2016-04-13",2016,104,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-13",2016,104,"P4","UAN",NA,2.198243405,NA
"2016-04-14",2016,105,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-14",2016,105,"P2","Urea",NA,1.889064058,NA
"2016-04-14",2016,105,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-14",2016,105,"P4","UAN",NA,2.198243405,NA
"2016-04-15",2016,106,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-15",2016,106,"P2","Urea",NA,1.889064058,NA
"2016-04-15",2016,106,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-15",2016,106,"P4","UAN",NA,2.198243405,NA
"2016-04-16",2016,107,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-16",2016,107,"P2","Urea",NA,1.889064058,NA
"2016-04-16",2016,107,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-16",2016,107,"P4","UAN",NA,2.198243405,NA
"2016-04-17",2016,108,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-17",2016,108,"P2","Urea",NA,1.889064058,NA
"2016-04-17",2016,108,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-17",2016,108,"P4","UAN",NA,2.198243405,NA
"2016-04-18",2016,109,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-18",2016,109,"P2","Urea",NA,1.889064058,NA
"2016-04-18",2016,109,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-18",2016,109,"P4","UAN",NA,2.198243405,NA
"2016-04-19",2016,110,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-19",2016,110,"P2","Urea",NA,1.889064058,NA
"2016-04-19",2016,110,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-19",2016,110,"P4","UAN",NA,2.198243405,NA
"2016-04-20",2016,111,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-20",2016,111,"P2","Urea",NA,1.889064058,NA
"2016-04-20",2016,111,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-20",2016,111,"P4","UAN",NA,2.198243405,NA
"2016-04-21",2016,112,"P1","Urea+NUI",NA,1.94040377,NA
"2016-04-21",2016,112,"P2","Urea",NA,1.889064058,NA
"2016-04-21",2016,112,"P3","UAN+NUI",NA,4.268189599,NA
"2016-04-21",2016,112,"P4","UAN",NA,2.198243405,NA
"2016-04-22",2016,113,"P1","Urea+NUI",7.58166566,7.58166566,NA
"2016-04-22",2016,113,"P2","Urea",14.49801245,14.49801245,NA
"2016-04-22",2016,113,"P3","UAN+NUI",-5.77563869,-5.775638688,NA
"2016-04-22",2016,113,"P4","UAN",-14.11358083,-14.11358083,NA
"2016-04-23",2016,114,"P1","Urea+NUI",-0.52435642,-0.52435642,NA
"2016-04-23",2016,114,"P2","Urea",3.22972358,3.229723584,NA
"2016-04-23",2016,114,"P3","UAN+NUI",8.46209203,8.462092032,NA
"2016-04-23",2016,114,"P4","UAN",0.94693018,0.946930176,NA
"2016-04-24",2016,115,"P1","Urea+NUI",12.53964758,12.53964758,NA
"2016-04-24",2016,115,"P2","Urea",2.13192173,2.131921728,NA
"2016-04-24",2016,115,"P3","UAN+NUI",-21.87719453,-21.87719453,NA
"2016-04-24",2016,115,"P4","UAN",NA,-1.016632512,NA
"2016-04-25",2016,116,"P1","Urea+NUI",-3.29185901,-3.29185901,NA
"2016-04-25",2016,116,"P2","Urea",-1.1498207,-1.149820704,NA
"2016-04-25",2016,116,"P3","UAN+NUI",-0.53047008,-0.53047008,NA
"2016-04-25",2016,116,"P4","UAN",-2.9801952,-2.9801952,NA
"2016-04-26",2016,117,"P1","Urea+NUI",NA,4.91287162,NA
"2016-04-26",2016,117,"P2","Urea",NA,0.750521808,NA
"2016-04-26",2016,117,"P3","UAN+NUI",NA,3.377259792,NA
"2016-04-26",2016,117,"P4","UAN",NA,0.341336592,NA
"2016-04-27",2016,118,"P1","Urea+NUI",13.11760224,13.11760224,NA
"2016-04-27",2016,118,"P2","Urea",2.65086432,2.65086432,NA
"2016-04-27",2016,118,"P3","UAN+NUI",7.28498966,7.284989664,NA
"2016-04-27",2016,118,"P4","UAN",3.66286838,3.662868384,NA
"2016-04-28",2016,119,"P1","Urea+NUI",3.56851181,3.56851181,NA
"2016-04-28",2016,119,"P2","Urea",0.54956621,0.549566208,NA
"2016-04-28",2016,119,"P3","UAN+NUI",4.43220854,4.432208544,NA
"2016-04-28",2016,119,"P4","UAN",0.46722874,0.467228736,NA
"2016-04-29",2016,120,"P1","Urea+NUI",-0.02237846,-0.02237846,NA
"2016-04-29",2016,120,"P2","Urea",0.51672125,0.516721248,NA
"2016-04-29",2016,120,"P3","UAN+NUI",8.02180973,8.021809728,NA
"2016-04-29",2016,120,"P4","UAN",2.92173091,2.921730912,NA
"2016-04-30",2016,121,"P1","Urea+NUI",2.10209558,2.10209558,NA
"2016-04-30",2016,121,"P2","Urea",2.03833238,2.038332384,NA
"2016-04-30",2016,121,"P3","UAN+NUI",5.8818865,5.881886496,NA
"2016-04-30",2016,121,"P4","UAN",4.39867325,4.398673248,NA
"2016-05-01",2016,122,"P1","Urea+NUI",-3.04198675,-3.04198675,NA
"2016-05-01",2016,122,"P2","Urea",-0.22148813,-0.221488128,NA
"2016-05-01",2016,122,"P3","UAN+NUI",0.64518595,0.645185952,NA
"2016-05-01",2016,122,"P4","UAN",0.90720691,0.907206912,NA
"2016-05-02",2016,123,"P1","Urea+NUI",-0.70371245,-0.70371245,NA
"2016-05-02",2016,123,"P2","Urea",1.37304029,1.373040288,NA
"2016-05-02",2016,123,"P3","UAN+NUI",-2.88824573,-2.888245728,NA
"2016-05-02",2016,123,"P4","UAN",-3.4086865,-3.408686496,NA
"2016-05-03",2016,124,"P1","Urea+NUI",1.72226218,1.72226218,NA
"2016-05-03",2016,124,"P2","Urea",2.46923338,2.469233376,NA
"2016-05-03",2016,124,"P3","UAN+NUI",3.52900541,3.529005408,NA
"2016-05-03",2016,124,"P4","UAN",14.12895917,14.12895917,NA
"2016-05-04",2016,125,"P1","Urea+NUI",3.30151334,3.30151334,NA
"2016-05-04",2016,125,"P2","Urea",-0.37592122,-0.375921216,NA
"2016-05-04",2016,125,"P3","UAN+NUI",3.58847107,3.588471072,NA
"2016-05-04",2016,125,"P4","UAN",2.27670566,2.276705664,NA
"2016-05-05",2016,126,"P1","Urea+NUI",6.37277587,6.37277587,NA
"2016-05-05",2016,126,"P2","Urea",4.85741232,4.85741232,NA
"2016-05-05",2016,126,"P3","UAN+NUI",9.95314176,9.95314176,NA
"2016-05-05",2016,126,"P4","UAN",2.37176467,2.371764672,NA
"2016-05-06",2016,127,"P1","Urea+NUI",0.02464042,0.02464042,NA
"2016-05-06",2016,127,"P2","Urea",-4.83562656,-4.83562656,NA
"2016-05-06",2016,127,"P3","UAN+NUI",7.6239144,7.6239144,NA
"2016-05-06",2016,127,"P4","UAN",6.11626637,6.116266368,NA
"2016-05-07",2016,128,"P1","Urea+NUI",2.39902819,2.39902819,NA
"2016-05-07",2016,128,"P2","Urea",3.09366173,3.093661728,NA
"2016-05-07",2016,128,"P3","UAN+NUI",7.58169504,7.58169504,NA
"2016-05-07",2016,128,"P4","UAN",8.02314461,8.023144608,NA
"2016-05-08",2016,129,"P1","Urea+NUI",-2.7736223,-2.7736223,NA
"2016-05-08",2016,129,"P2","Urea",1.22996534,1.229965344,NA
"2016-05-08",2016,129,"P3","UAN+NUI",6.46356931,6.463569312,NA
"2016-05-08",2016,129,"P4","UAN",-0.92993098,-0.929930976,NA
"2016-05-09",2016,130,"P1","Urea+NUI",NA,2.84315242,NA
"2016-05-09",2016,130,"P2","Urea",NA,4.657223952,NA
"2016-05-09",2016,130,"P3","UAN+NUI",14.91001603,14.91001603,NA
"2016-05-09",2016,130,"P4","UAN",-1.79987443,-1.799874432,NA
"2016-05-10",2016,131,"P1","Urea+NUI",NA,2.84315242,NA
"2016-05-10",2016,131,"P2","Urea",NA,4.657223952,NA
"2016-05-10",2016,131,"P3","UAN+NUI",NA,9.576552888,NA
"2016-05-10",2016,131,"P4","UAN",NA,0.76745772,NA
"2016-05-11",2016,132,"P1","Urea+NUI",NA,2.84315242,NA
"2016-05-11",2016,132,"P2","Urea",NA,4.657223952,NA
"2016-05-11",2016,132,"P3","UAN+NUI",NA,9.576552888,NA
"2016-05-11",2016,132,"P4","UAN",NA,0.76745772,NA
"2016-05-12",2016,133,"P1","Urea+NUI",0.60847978,0.60847978,NA
"2016-05-12",2016,133,"P2","Urea",-6.27674227,-6.276742272,NA
"2016-05-12",2016,133,"P3","UAN+NUI",-4.61259878,-4.612598784,NA
"2016-05-12",2016,133,"P4","UAN",-7.75450022,-7.754500224,NA
"2016-05-13",2016,134,"P1","Urea+NUI",14.78679062,14.78679062,NA
"2016-05-13",2016,134,"P2","Urea",26.50177267,26.50177267,NA
"2016-05-13",2016,134,"P3","UAN+NUI",21.54522499,21.54522499,NA
"2016-05-13",2016,134,"P4","UAN",13.55413651,13.55413651,NA
"2016-05-14",2016,135,"P1","Urea+NUI",2.01359779,2.01359779,NA
"2016-05-14",2016,135,"P2","Urea",8.2303128,8.2303128,NA
"2016-05-14",2016,135,"P3","UAN+NUI",2.6364839,2.636483904,NA
"2016-05-14",2016,135,"P4","UAN",3.0108119,3.010811904,NA
"2016-05-15",2016,136,"P1","Urea+NUI",6.00683904,6.00683904,NA
"2016-05-15",2016,136,"P2","Urea",15.8513855,15.8513855,NA
"2016-05-15",2016,136,"P3","UAN+NUI",-3.09371702,-3.093717024,NA
"2016-05-15",2016,136,"P4","UAN",10.2170808,10.2170808,NA
"2016-05-16",2016,137,"P1","Urea+NUI",14.07418934,14.07418934,NA
"2016-05-16",2016,137,"P2","Urea",15.67141344,15.67141344,NA
"2016-05-16",2016,137,"P3","UAN+NUI",-1.73736058,-1.737360576,NA
"2016-05-16",2016,137,"P4","UAN",-2.17611706,-2.176117056,NA
"2016-05-17",2016,138,"P1","Urea+NUI",6.70345632,6.70345632,NA
"2016-05-17",2016,138,"P2","Urea",28.87460093,28.87460093,NA
"2016-05-17",2016,138,"P3","UAN+NUI",5.04263405,5.042634048,NA
"2016-05-17",2016,138,"P4","UAN",4.84746509,4.847465088,NA
"2016-05-18",2016,139,"P1","Urea+NUI",8.20869206,8.20869206,NA
"2016-05-18",2016,139,"P2","Urea",23.4367033,23.4367033,NA
"2016-05-18",2016,139,"P3","UAN+NUI",5.14868486,5.148684864,NA
"2016-05-18",2016,139,"P4","UAN",11.2213607,11.2213607,NA
"2016-05-19",2016,140,"P1","Urea+NUI",2.89337962,2.89337962,NA
"2016-05-19",2016,140,"P2","Urea",8.72857382,8.728573824,NA
"2016-05-19",2016,140,"P3","UAN+NUI",14.44345776,14.44345776,NA
"2016-05-19",2016,140,"P4","UAN",-12.49799069,-12.49799069,NA
"2016-05-20",2016,141,"P1","Urea+NUI",24.89096477,24.89096477,NA
"2016-05-20",2016,141,"P2","Urea",32.00864774,32.00864774,NA
"2016-05-20",2016,141,"P3","UAN+NUI",10.45336579,10.45336579,NA
"2016-05-20",2016,141,"P4","UAN",13.33149322,13.33149322,NA
"2016-05-21",2016,142,"P1","Urea+NUI",9.25876915,9.25876915,NA
"2016-05-21",2016,142,"P2","Urea",16.72341466,16.72341466,NA
"2016-05-21",2016,142,"P3","UAN+NUI",12.15379469,12.15379469,NA
"2016-05-21",2016,142,"P4","UAN",8.24311123,8.243111232,NA
"2016-05-22",2016,143,"P1","Urea+NUI",5.35202467,5.35202467,NA
"2016-05-22",2016,143,"P2","Urea",14.28599808,14.28599808,NA
"2016-05-22",2016,143,"P3","UAN+NUI",11.10921264,11.10921264,NA
"2016-05-22",2016,143,"P4","UAN",9.92048688,9.92048688,NA
"2016-05-23",2016,144,"P1","Urea+NUI",NA,8.40991766,NA
"2016-05-23",2016,144,"P2","Urea",NA,22.55062378,NA
"2016-05-23",2016,144,"P3","UAN+NUI",NA,7.503259824,NA
"2016-05-23",2016,144,"P4","UAN",NA,8.638751088,NA
"2016-05-24",2016,145,"P1","Urea+NUI",11.46781066,11.46781066,NA
"2016-05-24",2016,145,"P2","Urea",30.81524947,30.81524947,NA
"2016-05-24",2016,145,"P3","UAN+NUI",3.89730701,3.897307008,NA
"2016-05-24",2016,145,"P4","UAN",7.3570153,7.357015296,NA
"2016-05-25",2016,146,"P1","Urea+NUI",5.72448643,5.72448643,NA
"2016-05-25",2016,146,"P2","Urea",15.84999965,15.84999965,NA
"2016-05-25",2016,146,"P3","UAN+NUI",3.0516575,3.051657504,NA
"2016-05-25",2016,146,"P4","UAN",4.37073235,4.370732352,NA
"2016-05-26",2016,147,"P1","Urea+NUI",12.45924634,12.45924634,NA
"2016-05-26",2016,147,"P2","Urea",13.56435158,13.56435158,NA
"2016-05-26",2016,147,"P3","UAN+NUI",6.19984282,6.199842816,NA
"2016-05-26",2016,147,"P4","UAN",10.05795101,10.05795101,NA
"2016-05-27",2016,148,"P1","Urea+NUI",13.48798954,13.48798954,NA
"2016-05-27",2016,148,"P2","Urea",27.98055533,27.98055533,NA
"2016-05-27",2016,148,"P3","UAN+NUI",2.21776272,2.21776272,NA
"2016-05-27",2016,148,"P4","UAN",2.19295123,2.192951232,NA
"2016-05-28",2016,149,"P1","Urea+NUI",13.88370326,13.88370326,NA
"2016-05-28",2016,149,"P2","Urea",18.55191946,18.55191946,NA
"2016-05-28",2016,149,"P3","UAN+NUI",1.86659078,1.866590784,NA
"2016-05-28",2016,149,"P4","UAN",4.32476582,4.324765824,NA
"2016-05-29",2016,150,"P1","Urea+NUI",3.04932038,3.04932038,NA
"2016-05-29",2016,150,"P2","Urea",-0.16662154,-0.166621536,NA
"2016-05-29",2016,150,"P3","UAN+NUI",3.45969533,3.459695328,NA
"2016-05-29",2016,150,"P4","UAN",7.79023181,7.790231808,NA
"2016-05-30",2016,151,"P1","Urea+NUI",7.51206528,7.51206528,NA
"2016-05-30",2016,151,"P2","Urea",6.8242513,6.824251296,NA
"2016-05-30",2016,151,"P3","UAN+NUI",9.9917159,9.991715904,NA
"2016-05-30",2016,151,"P4","UAN",2.14528435,2.145284352,NA
"2016-05-31",2016,152,"P1","Urea+NUI",14.20293053,14.20293053,NA
"2016-05-31",2016,152,"P2","Urea",12.99885581,12.99885581,NA
"2016-05-31",2016,152,"P3","UAN+NUI",11.0148431,11.0148431,NA
"2016-05-31",2016,152,"P4","UAN",6.24376858,6.243768576,NA
"2016-06-01",2016,153,"P1","Urea+NUI",8.08209446,8.08209446,NA
"2016-06-01",2016,153,"P2","Urea",-2.04380064,-2.04380064,NA
"2016-06-01",2016,153,"P3","UAN+NUI",19.20206218,19.20206218,NA
"2016-06-01",2016,153,"P4","UAN",2.57058749,2.570587488,NA
"2016-06-02",2016,154,"P1","Urea+NUI",5.97435782,5.97435782,NA
"2016-06-02",2016,154,"P2","Urea",5.55869347,5.558693472,NA
