%Averages and standard deviations in ng N2O-N/(m2s); n is number of 30 min periods.
%Totals and averages of the daily means
%Year,DOY,mean,stdev,n,
2020.000000,1.000000,-0.077318,3.255648,9.000000,
2020.000000,2.000000,1.319584,3.625303,12.000000,
2020.000000,3.000000,0.221172,0.760370,4.000000,
2020.000000,4.000000,-0.638209,4.259042,10.000000,
2020.000000,5.000000,-0.710302,2.809714,9.000000,
2020.000000,6.000000,0.021688,4.880543,8.000000,
2020.000000,7.000000,2.519424,9.345083,4.000000,
2020.000000,8.000000,0.624491,5.990735,8.000000,
2020.000000,9.000000,0.692042,2.824830,8.000000,
2020.000000,10.000000,2.159771,4.888093,8.000000,
2020.000000,11.000000,0.145317,4.675488,9.000000,
2020.000000,12.000000,-0.459386,1.963670,5.000000,
2020.000000,13.000000,0.944855,1.831754,4.000000,
2020.000000,14.000000,1.330179,2.669930,7.000000,
2020.000000,15.000000,-0.256397,2.375512,6.000000,
2020.000000,16.000000,-1.221591,8.456983,10.000000,
2020.000000,17.000000,-0.435788,6.629544,7.000000,
2020.000000,18.000000,2.236476,9.549020,11.000000,
2020.000000,19.000000,3.328968,3.402270,10.000000,
2020.000000,20.000000,1.013306,2.126641,6.000000,
2020.000000,21.000000,-0.023664,2.832107,8.000000,
2020.000000,22.000000,1.311486,1.325260,7.000000,
2020.000000,23.000000,8.985136,11.440790,3.000000,
2020.000000,24.000000,-2.620093,4.963190,11.000000,
2020.000000,25.000000,-0.612389,4.285479,11.000000,
2020.000000,26.000000,-0.535002,2.651326,11.000000,
2020.000000,27.000000,-0.359900,3.518449,11.000000,
2020.000000,28.000000,0.211909,2.694297,11.000000,
2020.000000,29.000000,3.782792,2.975557,6.000000,
2020.000000,30.000000,-0.256230,0.000000,1.000000,
2020.000000,31.000000,NaN,NaN,0.000000,
2020.000000,32.000000,2.217876,4.925394,5.000000,
2020.000000,33.000000,-0.003049,2.297142,8.000000,
2020.000000,34.000000,3.643184,6.507828,9.000000,
2020.000000,35.000000,-0.704820,5.233860,11.000000,
2020.000000,36.000000,-0.986715,2.173097,10.000000,
2020.000000,37.000000,-1.529272,3.369973,8.000000,
2020.000000,38.000000,2.007838,5.999844,10.000000,
2020.000000,39.000000,8.522789,0.000000,1.000000,
2020.000000,40.000000,-0.131906,1.709467,7.000000,
2020.000000,41.000000,1.258589,2.000038,6.000000,
2020.000000,42.000000,0.791916,2.445317,8.000000,
2020.000000,43.000000,1.652191,2.139822,10.000000,
2020.000000,44.000000,0.919868,3.497737,6.000000,
2020.000000,45.000000,5.436461,2.191786,4.000000,
2020.000000,46.000000,2.734074,5.936511,7.000000,
2020.000000,47.000000,2.844844,3.975937,7.000000,
2020.000000,48.000000,1.741744,3.709240,5.000000,
2020.000000,49.000000,0.344776,3.646390,12.000000,
2020.000000,50.000000,1.202959,3.252842,10.000000,
2020.000000,51.000000,0.510265,3.153178,4.000000,
2020.000000,52.000000,3.646711,4.906920,8.000000,
2020.000000,53.000000,1.049436,5.161200,11.000000,
2020.000000,54.000000,-1.641926,2.549416,10.000000,
2020.000000,55.000000,-0.435901,2.481558,3.000000,
2020.000000,56.000000,2.101239,4.779268,9.000000,
2020.000000,57.000000,2.715155,2.947800,9.000000,
2020.000000,58.000000,6.471741,0.000000,1.000000,
2020.000000,59.000000,2.785438,0.000000,1.000000,
2020.000000,60.000000,0.812733,3.374367,8.000000,
2020.000000,61.000000,3.220064,4.444917,6.000000,
2020.000000,62.000000,0.948071,0.908184,5.000000,
2020.000000,63.000000,3.600425,4.297790,6.000000,
2020.000000,64.000000,1.336090,4.089464,11.000000,
2020.000000,65.000000,0.099953,2.085445,6.000000,
2020.000000,66.000000,-1.681077,5.231176,9.000000,
2020.000000,67.000000,3.616530,4.824893,7.000000,
2020.000000,68.000000,1.812983,4.306208,9.000000,
2020.000000,69.000000,1.233286,2.555386,5.000000,
2020.000000,70.000000,0.016354,4.796080,8.000000,
2020.000000,71.000000,2.846441,4.508009,7.000000,
2020.000000,72.000000,1.628923,3.688029,10.000000,
2020.000000,73.000000,3.385099,7.634294,12.000000,
2020.000000,74.000000,3.074528,6.773718,11.000000,
2020.000000,75.000000,4.630972,6.698076,9.000000,
2020.000000,76.000000,2.320381,3.057136,10.000000,
2020.000000,77.000000,1.123774,3.625665,9.000000,
2020.000000,78.000000,2.296524,5.631349,9.000000,
2020.000000,79.000000,2.046848,2.596654,9.000000,
2020.000000,80.000000,-0.143107,4.221193,11.000000,
2020.000000,81.000000,0.358518,5.024092,11.000000,
2020.000000,82.000000,1.243738,3.487093,10.000000,
2020.000000,83.000000,2.286198,4.996758,9.000000,
2020.000000,84.000000,2.785038,4.885048,6.000000,
2020.000000,85.000000,1.918732,3.995110,11.000000,
2020.000000,86.000000,0.403154,2.367305,8.000000,
2020.000000,87.000000,2.039519,2.584384,6.000000,
2020.000000,88.000000,-2.250844,5.450133,10.000000,
2020.000000,89.000000,-1.281482,9.080140,10.000000,
2020.000000,90.000000,0.506560,4.586146,11.000000,
2020.000000,91.000000,1.214631,0.000000,1.000000,
2020.000000,92.000000,NaN,NaN,0.000000,
2020.000000,93.000000,-10.042643,11.942257,5.000000,
2020.000000,94.000000,-13.877794,11.972771,10.000000,
2020.000000,95.000000,5.546406,3.188623,2.000000,
2020.000000,96.000000,-14.179370,11.777834,10.000000,
2020.000000,97.000000,-16.344885,17.897418,5.000000,
2020.000000,98.000000,5.703105,4.543383,6.000000,
2020.000000,99.000000,14.442780,7.679302,6.000000,
2020.000000,100.000000,7.027419,2.980013,4.000000,
