file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes_and_spectral_correction_factors_(scf),,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,AGC_LI-7200,AGC_LI-7500,variances,,,,,,,,covariances,,,,,custom_variables,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,none_flux,qc_none_flux,rand_err_none_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,none_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,none_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,none_molar_density,none_mole_fraction,none_mixing_ratio,none_time_lag,none_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_none_flux,un_none_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,none_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,mean_value_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,none_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/none_cov,diag_75_mean
20240424T103000.dat,2024-04-24,10:30,115.4374,1,18000,18000,-0.224949,0,-9999,168.755,0,-9999,2.11882,0,-9999,-9999,-9999,-9999,0.472207E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.459175,0.307153E-02,-9999,0.684533E-04,-9999,-9999,-9999,-0.121348E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,4.41851,0.105324,0.105335,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,277.420,277.410,96759.9,1.21510,1005.28,0.238370E-01,0.305990E-02,0.796216E-04,10.1935,826.054,0.655266E-04,1.23400,815.861,227.475,1.02693,-5.23975,0.173962,5.34227,0.163159E-12,-0.274635E-14,5.34227,12.8176,348.173,281.089,1.86607,-9999,0.430265,1.98722,-40.1431,-0.533510E-01,79.6461,-0.321087,0,33.5165,-5.08626,11.5051,28.6494,43.6921,61.2788,91.8069,-0.222441,1.01128,164.821,1.02460,1.95681,1.03222,-9999,-9999,0.436101E-01,1.03222,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,9,7,2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62715,2.11670,0.230595,0.484448,-9999,0.558237E-01,-9999,-9999,0.134932,-9999,0.436101E-01,-9999,-9999,3.10373
20240424T110000.dat,2024-04-24,11:00,115.4582,1,18000,18000,-0.186755,0,-9999,202.811,0,-9999,2.28275,0,-9999,-9999,-9999,-9999,0.508744E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.899708E-02,-0.443332E-02,-9999,-0.988031E-04,-9999,-9999,-9999,0.250764E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,4.34896,0.103668,0.103679,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,277.425,277.416,96759.9,1.21508,1005.28,0.238374E-01,0.329666E-02,0.783683E-04,10.0333,826.354,0.644964E-04,1.21416,816.321,227.332,-0.302579,-5.08253,0.127985,5.09314,-0.845359E-13,0.576605E-14,5.09314,9.60911,3.39597,266.593,1.43993,-9999,0.392043,1.58883,-25.2679,-0.847568E-01,88.8451,-0.423513,0,32.5692,-4.94250,11.1799,27.8397,42.4572,59.5469,89.2121,-0.184729,1.01097,198.208,1.02387,2.09939,1.03159,-9999,-9999,0.467880E-01,1.03159,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,12,1,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.65068,1.32134,0.205650,0.650356,-9999,0.556994E-01,-9999,-9999,0.162267,-9999,0.467880E-01,-9999,-9999,3.13996
20240424T113000.dat,2024-04-24,11:30,115.4790,1,18000,18000,-0.216961,0,-9999,191.961,0,-9999,2.17766,0,-9999,-9999,-9999,-9999,0.485435E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.415130,0.136869E-02,-9999,0.305102E-04,-9999,-9999,-9999,-0.138555E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,4.36667,0.104180,0.104191,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,277.664,277.655,96759.9,1.21403,1005.28,0.238580E-01,0.314562E-02,0.786874E-04,10.0828,840.322,0.648148E-04,1.19988,830.239,227.376,1.11933,-5.36254,0.173291,5.48085,0.276704E-14,-0.317300E-14,5.48085,9.86866,347.948,281.790,1.81186,-9999,0.422742,1.71243,-33.4716,-0.639820E-01,88.1499,-0.372064,0,34.0775,-5.17139,11.6977,29.1289,44.4235,62.3045,93.3435,-0.214504,1.01145,187.398,1.02500,2.00127,1.03258,-9999,-9999,0.446115E-01,1.03258,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,4,0,1,1,0,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.42969,1.78167,0.213512,0.585928,-9999,0.516237E-01,-9999,-9999,0.153549,-9999,0.446115E-01,-9999,-9999,3.36540
20240424T120000.dat,2024-04-24,12:00,115.4999,1,18000,18000,-0.190717,0,-9999,225.707,0,-9999,2.38525,0,-9999,-9999,-9999,-9999,0.531890E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.618558,-0.132835E-02,-9999,-0.296211E-04,-9999,-9999,-9999,0.917652E-14,-9999,-9999,-9999,-9999,-9999,-9999,0,4.34024,0.103682,0.103693,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,278.021,278.012,96759.9,1.21248,1005.29,0.238887E-01,0.344665E-02,0.782111E-04,10.0347,861.549,0.645053E-04,1.16472,851.514,227.333,-0.753643,-5.35190,0.132273,5.40632,-0.482993E-13,0.211429E-14,5.40632,10.9817,8.10021,261.984,1.40196,-9999,0.396604,1.93723,-23.5067,-0.911029E-01,94.6262,-0.466900,0,31.8834,-4.83842,10.9445,27.2534,41.5632,58.2929,87.3335,-0.188575,1.01136,220.380,1.02479,2.18461,1.03239,-9999,-9999,0.487149E-01,1.03239,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,2,5,5,5,0,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.78488,1.86767,0.221923,0.927683,-9999,0.784319E-01,-9999,-9999,0.180804,-9999,0.487149E-01,-9999,-9999,3.80457
20240424T123000.dat,2024-04-24,12:30,115.5207,1,18000,18000,-0.221052,0,-9999,255.013,0,-9999,2.90198,0,-9999,-9999,-9999,-9999,0.647738E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.73776,-0.422808E-02,-9999,-0.943730E-04,-9999,-9999,-9999,-0.692578E-14,-9999,-9999,-9999,-9999,-9999,-9999,0,4.25824,0.102092,0.102102,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,279.027,279.018,96759.9,1.20811,1005.30,0.239751E-01,0.419734E-02,0.767334E-04,9.88071,923.972,0.635155E-04,1.06937,914.091,227.193,-0.890067,-5.20788,0.138580,5.28521,-0.692374E-14,-0.162644E-14,5.28521,10.0192,10.1430,260.301,1.50249,-9999,0.427755,2.06148,-26.1032,-0.820390E-01,87.8754,-0.490869,0,33.0593,-5.01687,11.3482,28.2586,43.0961,60.4429,90.5544,-0.218603,1.01120,249.093,1.02443,2.67239,1.03208,-9999,-9999,0.596492E-01,1.03208,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,4,2,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.67800,2.20917,0.235782,1.05144,-9999,0.997741E-01,-9999,-9999,0.205097,-9999,0.596492E-01,-9999,-9999,4.82472
20240424T130000.dat,2024-04-24,13:00,115.5415,1,18000,18000,-0.172023,0,-9999,241.196,0,-9999,2.87569,0,-9999,-9999,-9999,-9999,0.642113E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.687125,-0.133955E-01,-9999,-0.299108E-03,-9999,-9999,-9999,-0.793638E-14,-9999,-9999,-9999,-9999,-9999,-9999,0,4.04187,0.970424E-01,0.970518E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,279.425,279.416,96759.9,1.20638,1005.31,0.240093E-01,0.416089E-02,0.728345E-04,9.39205,949.772,0.603742E-04,0.988874,940.380,226.737,0.145521,-5.34021,0.143002,5.34411,-0.182069E-12,-0.196354E-14,5.34411,9.78058,359.038,271.561,1.53335,-9999,0.377616,2.09213,-18.9870,-0.112784,83.8740,-0.526665,0,30.6501,-4.65127,10.5212,26.1992,39.9555,56.0381,83.9553,-0.170104,1.01128,235.564,1.02461,2.66082,1.03223,-9999,-9999,0.594133E-01,1.03223,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,3,4,2,3,0,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.74817,2.21410,0.221991,1.04763,-9999,0.102920,-9999,-9999,0.194233,-9999,0.594133E-01,-9999,-9999,5.20104
20240424T133000.dat,2024-04-24,13:30,115.5624,1,18000,18000,-0.140437,1,-9999,267.366,0,-9999,3.03200,0,-9999,-9999,-9999,-9999,0.677057E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.113865,-0.725591E-02,-9999,-0.162027E-03,-9999,-9999,-9999,0.189169E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,3.92700,0.943066E-01,0.943155E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,279.490,279.482,96759.9,1.20610,1005.31,0.240149E-01,0.438733E-02,0.707645E-04,9.12727,954.109,0.586721E-04,0.956628,944.982,226.481,-0.502508,-4.46723,0.121259,4.49704,0.330983E-13,0.481714E-14,4.49704,9.76702,6.03734,263.582,1.54512,-9999,0.341231,1.82670,-12.6390,-0.169427,88.1815,-0.646212,0,30.4556,-4.62176,10.4544,26.0330,39.7020,55.6826,83.4227,-0.139008,1.01028,261.734,1.02218,2.80834,1.03013,-9999,-9999,0.627114E-01,1.03013,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,6,0,1,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.82054,1.64869,0.184162,1.20671,-9999,0.114305,-9999,-9999,0.215863,-9999,0.627114E-01,-9999,-9999,5.39317
20240424T140000.dat,2024-04-24,14:00,115.5832,1,18000,18000,-0.176568,1,-9999,222.243,0,-9999,2.76851,0,-9999,-9999,-9999,-9999,0.618432E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.617320,-0.303703E-01,-9999,-0.678413E-03,-9999,-9999,-9999,0.101216E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,3.44499,0.828371E-01,0.828439E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,279.848,279.840,96759.9,1.20456,1005.31,0.240456E-01,0.400744E-02,0.620788E-04,8.01725,977.961,0.515364E-04,0.819792,969.944,225.327,-1.12055,-4.70321,0.892774E-01,4.83568,-0.456143E-14,0.293805E-14,4.83568,9.97037,13.6094,256.599,1.05787,-9999,0.382861,1.86110,-21.4770,-0.997038E-01,80.2750,-0.479355,0,32.3732,-4.91276,11.1127,27.6721,42.2018,59.1886,88.6752,-0.174706,1.01066,217.372,1.02314,2.58706,1.03096,-9999,-9999,0.577897E-01,1.03096,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,10,6,1,4,0,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.92545,1.59775,0.198997,0.930878,-9999,0.116348,-9999,-9999,0.179504,-9999,0.577897E-01,-9999,-9999,5.81317
20240424T143000.dat,2024-04-24,14:30,115.6040,1,18000,18000,-0.181594,0,-9999,226.131,0,-9999,2.87836,0,-9999,-9999,-9999,-9999,0.643030E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.174671,0.169701E-02,-9999,0.379116E-04,-9999,-9999,-9999,0.780836E-16,-9999,-9999,-9999,-9999,-9999,-9999,0,3.47040,0.834783E-01,0.834852E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,279.949,279.942,96759.9,1.20412,1005.31,0.240544E-01,0.416684E-02,0.625366E-04,8.07930,984.807,0.519353E-04,0.820394,976.728,225.395,-0.867370,-4.54817,0.106061,4.63135,-0.368831E-13,0.224999E-16,4.63135,9.27686,10.5514,259.203,1.31223,-9999,0.388342,1.74314,-22.0273,-0.972109E-01,78.5626,-0.481032,0,33.9593,-5.15346,11.6571,29.0279,44.2694,62.0885,93.0199,-0.179720,1.01043,221.304,1.02256,2.69245,1.03046,-9999,-9999,0.601499E-01,1.03046,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,3,1,1,2,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.57575,1.72889,0.181643,0.995452,-9999,0.125979,-9999,-9999,0.182817,-9999,0.601499E-01,-9999,-9999,5.89181
20240424T150000.dat,2024-04-24,15:00,115.6249,1,18000,18000,-0.189569,0,-9999,215.028,0,-9999,2.75245,0,-9999,-9999,-9999,-9999,0.614855E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.139231,-0.822604E-02,-9999,-0.183757E-03,-9999,-9999,-9999,-0.106818E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,3.34221,0.803713E-01,0.803778E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,279.868,279.861,96759.9,1.20447,1005.31,0.240474E-01,0.398426E-02,0.602265E-04,7.77861,979.348,0.500024E-04,0.794264,971.569,225.060,-0.893246,-4.36093,0.743457E-01,4.45209,0.861354E-13,-0.319603E-14,4.45209,9.96647,12.6521,258.424,0.956829,-9999,0.396721,2.30666,-24.6966,-0.867020E-01,78.1223,-0.447624,0,34.2179,-5.19269,11.7459,29.2489,44.6064,62.5612,93.7280,-0.187649,1.01023,210.541,1.02206,2.57983,1.03003,-9999,-9999,0.576295E-01,1.03003,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,8,0,4,1,0,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.56068,2.86665,0.185987,0.853451,-9999,0.105366,-9999,-9999,0.173877,-9999,0.576295E-01,-9999,-9999,5.85883
20240424T153000.dat,2024-04-24,15:30,115.6457,1,18000,18000,-0.173368,1,-9999,213.484,0,-9999,2.60372,0,-9999,-9999,-9999,-9999,0.581830E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.613900,-0.209887E-03,-9999,-0.469015E-05,-9999,-9999,-9999,-0.237639E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,3.33465,0.802919E-01,0.802984E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,280.225,280.218,96759.9,1.20294,1005.31,0.240781E-01,0.377026E-02,0.600904E-04,7.77093,1003.65,0.499530E-04,0.774266,995.880,225.051,-0.482894,-4.16413,0.109468,4.19347,-0.925753E-13,-0.712636E-14,4.19347,9.40677,7.50382,263.385,1.49585,-9999,0.379631,1.96068,-21.7972,-0.982330E-01,81.9918,-0.465005,0,34.4775,-5.23209,11.8350,29.4708,44.9449,63.0358,94.4391,-0.171657,1.00996,209.168,1.02135,2.43780,1.02942,-9999,-9999,0.544752E-01,1.02942,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,1,0,3,2,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.11603,1.63823,0.167104,0.852952,-9999,0.951980E-01,-9999,-9999,0.172962,-9999,0.544752E-01,-9999,-9999,6.14073
20240424T160000.dat,2024-04-24,16:00,115.6665,1,18000,18000,-0.125982,0,-9999,169.728,0,-9999,2.28566,0,-9999,-9999,-9999,-9999,0.510888E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.467500,-0.405374E-02,-9999,-0.906087E-04,-9999,-9999,-9999,-0.190817E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,3.26771,0.787565E-01,0.787627E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,280.497,280.490,96759.9,1.20177,1005.32,0.241014E-01,0.331055E-02,0.588842E-04,7.62233,1022.53,0.489977E-04,0.745437,1014.91,224.881,-0.411193,-4.07089,0.102192,4.09288,0.178981E-12,-0.583946E-14,4.09288,8.31064,5.39872,264.232,1.43072,-9999,0.323774,1.48977,-17.0081,-0.125890,74.2578,-0.433895,0,32.0495,-4.86364,11.0016,27.3954,41.7798,58.5967,87.7886,-0.124751,1.00987,166.353,1.02108,2.14953,1.02918,-9999,-9999,0.480460E-01,1.02918,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,3,0,2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.25111,1.58256,0.145878,0.660486,-9999,0.868499E-01,-9999,-9999,0.137691,-9999,0.480460E-01,-9999,-9999,6.45404
20240424T163000.dat,2024-04-24,16:30,115.6873,1,18000,18000,-0.105740,1,-9999,138.792,0,-9999,1.94214,0,-9999,-9999,-9999,-9999,0.434107E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.128924E-01,-0.653267E-02,-9999,-0.146019E-03,-9999,-9999,-9999,0.279149E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,3.16496,0.762821E-01,0.762879E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,280.504,280.498,96759.9,1.20174,1005.32,0.241021E-01,0.281302E-02,0.570326E-04,7.38285,1023.06,0.474583E-04,0.721646,1015.67,224.600,-0.494763,-3.96362,0.945015E-01,3.99550,0.454488E-13,0.881999E-14,3.99550,8.49499,7.94550,262.885,1.35529,-9999,0.296629,1.30813,-15.9941,-0.133869,71.4637,-0.387291,0,30.9514,-4.69700,10.6246,26.4568,40.3483,56.5891,84.7808,-0.104717,1.00977,136.071,1.02082,1.83097,1.02896,-9999,-9999,0.409259E-01,1.02896,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,3,0,6,2,0,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.37814,1.10455,0.133581,0.511029,-9999,0.753426E-01,-9999,-9999,0.112630,-9999,0.409259E-01,-9999,-9999,6.51980
20240424T170000.dat,2024-04-24,17:00,115.7082,1,18000,18000,-0.109172,0,-9999,120.840,0,-9999,1.90115,0,-9999,-9999,-9999,-9999,0.424921E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.100283,-0.653489E-03,-9999,-0.146060E-04,-9999,-9999,-9999,-0.231133E-15,-9999,-9999,-9999,-9999,-9999,-9999,0,3.15535,0.760346E-01,0.760404E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,280.446,280.439,96759.9,1.20199,1005.32,0.240970E-01,0.275349E-02,0.568594E-04,7.35890,1018.98,0.473043E-04,0.722183,1011.62,224.572,-0.209302,-3.82843,0.113747,3.83583,-0.973879E-13,-0.732511E-16,3.83583,8.13129,2.62574,266.871,1.69929,-9999,0.301373,1.24404,-19.2656,-0.111134,63.5618,-0.331821,0,31.6796,-4.80750,10.8746,27.0792,41.2975,57.9203,86.7752,-0.108130,1.00963,118.532,1.02040,1.79920,1.02860,-9999,-9999,0.402135E-01,1.02860,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,4,4,1,3,0,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.999807,1.35819,0.130087,0.370850,-9999,0.686993E-01,-9999,-9999,0.980914E-01,-9999,0.402135E-01,-9999,-9999,6.41354
20240424T173000.dat,2024-04-24,17:30,115.7290,1,18000,18000,-0.118090,0,-9999,80.9679,0,-9999,1.56790,0,-9999,-9999,-9999,-9999,0.350400E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.198998,-0.102999E-01,-9999,-0.230185E-03,-9999,-9999,-9999,0.164729E-13,-9999,-9999,-9999,-9999,-9999,-9999,0,2.99481,0.721363E-01,0.721415E-01,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,280.330,280.323,96759.9,1.20249,1005.31,0.240871E-01,0.227059E-02,0.539666E-04,6.98161,1010.93,0.448790E-04,0.690610,1003.95,224.111,-0.653603,-3.84056,0.122586,3.89770,-0.329948E-13,0.550048E-14,3.89770,7.77914,10.0522,260.342,1.80230,-9999,0.313376,0.921912,-32.3270,-0.662298E-01,51.6410,-0.213730,0,32.8399,-4.98359,11.2729,28.0711,42.8102,60.0419,89.9537,-0.116958,1.00969,79.4251,1.02056,1.49286,1.02874,-9999,-9999,0.333630E-01,1.02874,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001099,800001099,800001099,899999999,899999999,89999,89999,89,89,9,1,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.04547,0.669812,0.128545,0.195978,-9999,0.556418E-01,-9999,-9999,0.657015E-01,-9999,0.333630E-01,-9999,-9999,6.27411
