file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes_and_spectral_correction_factors_(scf),,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,AGC_LI-7200,AGC_LI-7500,variances,,,,,,,,covariances,,,,,custom_variables,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,none_flux,qc_none_flux,rand_err_none_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,none_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,none_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,none_molar_density,none_mole_fraction,none_mixing_ratio,none_time_lag,none_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_none_flux,un_none_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,none_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,mean_value_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,none_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/none_cov,diag_75_mean
20240318T010000.dat,2024-03-18,01:00,78.0416,0,17999,17999,-0.170420,0,-9999,-4.88200,0,-9999,19.7642,0,-9999,0.770756,0,-9999,0.437225,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.535097,0.483204,0.298060E-02,0.106894E-01,-9999,-9999,-0.620492E-10,-0.934555E-12,-9999,-9999,17.6276,410.453,413.006,0.00000,0,265.499,6.18205,6.22050,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,270.133,269.604,96453.5,1.24347,1008.44,0.232846E-01,0.283322E-01,0.478429E-02,595.270,469.178,0.384752E-02,100.000,0.00000,272.791,4.91429,0.732016,0.295968,4.97732,0.280224E-13,-0.352000E-14,4.97732,9.17063,261.592,8.47229,3.40901,-9999,0.370204,1.03023,882.616,0.252221E-02,-0.247012,0.105165E-01,0,33.7685,-5.12449,11.5916,28.8648,44.0206,61.7395,92.4970,-0.168680,1.01032,-3.71441,1.02350,19.1900,1.03260,0.819454,1.03260,0.424521,1.03260,-9999,-9999,-9999,-9999,800001199,800000099,800000099,811101199,800001099,800001099,899999999,899999999,89999,89999,89,89,14,27,4,26,652,228,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.03784,0.821864,0.200754,0.987580E-02,0.183804E-03,28.9211,-9999,-9999,-0.296212E-02,0.819454E-03,0.424521,-9999,-9999,248.000
20240318T013000.dat,2024-03-18,01:30,78.0624,0,17999,17999,-0.202331,0,-9999,1.51178,1,-9999,18.6108,0,-9999,0.593324,1,-9999,0.411633,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.346915,0.283409E-01,0.351146E-03,0.626843E-03,-9999,-9999,-0.126836E-09,-0.191349E-11,-9999,-9999,17.6408,410.459,413.016,0.00000,0,266.135,6.19230,6.23088,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.939,269.410,96455.2,1.24439,1008.44,0.232675E-01,0.266738E-01,0.479575E-02,596.266,462.398,0.385390E-02,100.000,0.00000,272.814,5.01973,0.212301,0.298625,5.03308,0.128892E-13,-0.718991E-14,5.03308,9.94363,267.566,2.42179,3.40150,-9999,0.403230,1.25262,-3683.16,-0.604399E-03,0.812309E-01,-0.298764E-02,0,34.8629,-5.29058,11.9673,29.8003,45.4474,63.7406,95.4950,-0.200221,1.01054,2.47321,1.02285,17.8977,1.03041,0.335578,1.03041,0.395861,1.03041,-9999,-9999,-9999,-9999,800001199,800000099,800000099,811101199,800001099,800001099,899999999,899999999,89999,89999,89,89,6,18,2,49,1061,478,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.40031,0.885030,0.219891,0.804656E-02,0.111699E-02,47.6418,-9999,-9999,0.197085E-02,0.335578E-03,0.395861,-9999,-9999,248.000
20240318T020000.dat,2024-03-18,02:00,78.0833,0,17999,17999,-0.217751,0,-9999,-13.2997,0,-9999,23.1756,0,-9999,0.918786,0,-9999,0.512494,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.373956,-0.549025,0.455275E-02,-0.121409E-01,-9999,-9999,0.496035E-10,0.724221E-12,-9999,-9999,17.6602,410.533,413.009,0.00000,0,257.842,5.99387,6.03001,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.712,269.200,96462.2,1.24554,1008.33,0.232463E-01,0.332096E-01,0.464631E-02,577.236,455.195,0.373036E-02,100.000,0.00000,272.370,5.13981,0.590133,0.310118,5.18287,0.188742E-13,0.280878E-14,5.18287,10.0207,263.354,6.54979,3.43036,-9999,0.418121,1.20191,466.788,0.476887E-02,-0.573868,0.253267E-01,0,35.6395,-5.40842,12.2339,30.4641,46.4596,65.1603,97.6220,-0.215443,1.01071,-11.7485,1.02442,22.7338,1.03351,1.35795,1.03351,0.502724,1.03351,-9999,-9999,-9999,-9999,800001099,800000099,800000099,811101199,800001099,800001099,899999999,899999999,89999,89999,89,89,3,17,3,27,460,99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.34937,0.830707,0.223738,0.187457E-01,0.136486E-03,18.4587,-9999,-9999,-0.935455E-02,0.135795E-02,0.502724,-9999,-9999,248.000
20240318T023000.dat,2024-03-18,02:30,78.1041,0,17999,17999,-0.118581,0,-9999,-23.7487,0,-9999,9.78732,0,-9999,0.766204,0,-9999,0.216364,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.603718,-0.902829,0.137501E-02,-0.199584E-01,-9999,-9999,-0.107248E-09,-0.148068E-11,-9999,-9999,17.6891,410.556,412.896,0.00000,0,244.217,5.66817,5.70048,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.346,268.863,96483.8,1.24753,1008.15,0.232096E-01,0.140204E-01,0.440079E-02,546.049,443.793,0.352759E-02,100.000,0.00000,271.612,4.17165,0.493686,0.235228,4.20734,0.238203E-13,-0.606295E-14,4.20734,8.23594,263.099,6.74916,3.20502,-9999,0.308306,0.876859,104.811,0.212382E-01,-2.42647,0.612461E-01,0,34.2377,-5.19571,11.7527,29.2659,44.6324,62.5975,93.7825,-0.117370,1.01032,-22.6935,1.02304,10.1724,1.03298,1.85856,1.03298,0.224876,1.03298,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,3,19,5,18,30,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.16714,0.452109,0.134468,0.341609E-01,0.519353E-03,16.8895,-9999,-9999,-0.180436E-01,0.185856E-02,0.224876,-9999,-9999,248.000
20240318T030000.dat,2024-03-18,03:00,78.1249,0,17999,17999,-0.139020,0,-9999,-8.58289,0,-9999,24.1656,0,-9999,0.779267,0,-9999,0.534275,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.201194,0.124691,0.104290E-01,0.275678E-02,-9999,-9999,-0.209397E-09,-0.291270E-11,-9999,-9999,17.6896,410.726,413.086,0.00000,0,246.062,5.71318,5.74600,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.463,268.975,96488.5,1.24705,1008.18,0.232185E-01,0.346210E-01,0.443403E-02,550.404,447.567,0.355561E-02,100.000,0.00000,271.721,4.42484,0.695281,0.275137,4.48757,0.238263E-13,-0.118373E-13,4.48757,9.03781,260.992,8.92996,3.51507,-9999,0.333885,0.920394,368.364,0.604282E-02,-0.355169,0.204463E-01,0,33.5970,-5.09847,11.5328,28.7182,43.7970,61.4260,92.0273,-0.137659,1.00988,-7.10771,1.02232,23.5632,1.03170,0.978142,1.03170,0.520956,1.03170,-9999,-9999,-9999,-9999,800001099,800000099,800000099,811101099,800001099,800011099,899999999,899999999,89999,89999,89,89,5,7,0,26,183,28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.992614,0.682856,0.165317,0.319937E-01,0.306557E-03,16.9732,-9999,-9999,-0.565337E-02,0.978142E-03,0.520956,-9999,-9999,248.000
20240318T033000.dat,2024-03-18,03:30,78.1458,0,17999,17999,-0.185300,0,-9999,-6.86951,0,-9999,25.1101,0,-9999,0.780694,0,-9999,0.555194,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.131160,0.170819,-0.571879E-02,0.377687E-02,-9999,-9999,-0.330355E-10,-0.464590E-12,-9999,-9999,17.6780,410.632,413.018,0.00000,0,248.611,5.77486,5.80840,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.542,269.049,96475.2,1.24651,1008.21,0.232285E-01,0.359765E-01,0.447998E-02,556.259,450.042,0.359401E-02,100.000,0.00000,271.865,4.82602,0.562052,0.302167,4.86803,0.463355E-13,-0.186874E-14,4.86803,9.47338,263.161,6.64291,3.55874,-9999,0.385558,1.22904,708.640,0.314110E-02,-0.273576,0.141771E-01,0,35.5581,-5.39608,12.2059,30.3945,46.3536,65.0115,97.3991,-0.183427,1.01021,-5.37590,1.02322,24.4035,1.03238,0.883630,1.03238,0.539572,1.03238,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,16,23,2,43,167,33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.32364,0.943160,0.191276,0.538145E-02,0.539435E-04,16.8843,-9999,-9999,-0.427762E-02,0.883630E-03,0.539572,-9999,-9999,248.000
20240318T040000.dat,2024-03-18,04:00,78.1666,0,17999,17999,-0.192511,0,-9999,-6.82866,0,-9999,28.6909,0,-9999,0.751101,0,-9999,0.634385,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.526466E-01,-0.500271,-0.542778E-02,-0.110615E-01,-9999,-9999,0.154767E-09,0.210889E-11,-9999,-9999,17.6710,410.544,412.853,0.00000,0,240.790,5.59417,5.62564,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.556,269.078,96463.0,1.24630,1008.12,0.232326E-01,0.411081E-01,0.433903E-02,538.817,451.042,0.348152E-02,100.000,0.00000,271.431,5.23502,0.865402,0.307123,5.31495,-0.619331E-13,0.875822E-14,5.31495,10.3436,260.496,9.38669,3.31267,-9999,0.393022,1.52084,754.998,0.294817E-02,-0.238008,0.138288E-01,0,33.4645,-5.07837,11.4873,28.6050,43.6244,61.1838,91.6645,-0.190461,1.01077,-5.13779,1.02461,27.8162,1.03359,0.820443,1.03359,0.615045,1.03359,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,3,14,2,35,170,19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.51219,1.29821,0.231288,0.982395E-02,0.181979E-03,57.2264,-9999,-9999,-0.408924E-02,0.820443E-03,0.615045,-9999,-9999,248.000
20240318T043000.dat,2024-03-18,04:30,78.1874,0,17999,17999,-0.148796,0,-9999,-4.05672,1,-9999,24.5384,0,-9999,0.700178,0,-9999,0.542602,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.115453,-0.708496E-01,0.546773E-02,-0.156665E-02,-9999,-9999,-0.405116E-11,-0.549376E-13,-9999,-9999,17.6738,410.633,412.933,0.00000,0,239.674,5.56858,5.59976,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.618,269.143,96479.6,1.24623,1008.10,0.232340E-01,0.351606E-01,0.431892E-02,536.449,453.237,0.346559E-02,100.000,0.00000,271.372,4.75535,0.501384,0.293548,4.79071,0.750951E-13,-0.229218E-15,4.79071,12.9994,263.706,6.01879,3.51296,-9999,0.345538,1.64086,863.770,0.257686E-02,-0.165321,0.934493E-02,0,31.8966,-4.84043,10.9491,27.2647,41.5804,58.3172,87.3697,-0.147312,1.01007,-2.65769,1.02289,23.7699,1.03206,0.668333,1.03206,0.525609,1.03206,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,801000099,899999999,899999999,89999,89999,89,89,4,18,3,32,71,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.36115,1.71902,0.201545,0.835526E-02,0.650732E-04,37.8436,-9999,-9999,-0.211544E-02,0.668333E-03,0.525609,-9999,-9999,248.000
20240318T050000.dat,2024-03-18,05:00,78.2082,0,17999,17999,-0.243249,0,-9999,-1.36074,1,-9999,36.6669,0,-9999,0.959497,0,-9999,0.810747,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.103108,-0.211871,-0.450948E-02,-0.468472E-02,-9999,-9999,-0.471313E-10,-0.630478E-12,-9999,-9999,17.6777,410.559,412.827,0.00000,0,236.476,5.49208,5.52241,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.554,269.085,96495.3,1.24674,1008.06,0.232247E-01,0.525364E-01,0.426130E-02,529.178,451.278,0.341797E-02,100.000,0.00000,271.187,5.36580,1.07282,0.331638,5.48204,0.368622E-13,-0.266614E-14,5.48204,10.3868,258.692,11.3065,3.46825,-9999,0.441711,1.41798,5379.82,0.413726E-03,-0.371110E-01,0.245119E-02,0,35.7436,-5.42422,12.2696,30.5531,46.5953,65.3506,97.9071,-0.240586,1.01107,0.626697,1.02411,35.3935,1.03151,0.676954,1.03151,0.782592,1.03151,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,20,4,76,37,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.48605,1.10219,0.247728,0.328816E-02,0.265110E-04,22.6190,-9999,-9999,0.498651E-03,0.676954E-03,0.782592,-9999,-9999,248.000
20240318T053000.dat,2024-03-18,05:30,78.2291,0,17999,17999,-0.177709,0,-9999,-0.859230,0,-9999,27.2965,0,-9999,0.735161,0,-9999,0.603527,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.964143E-01,0.661423E-01,0.123602E-01,0.146241E-02,-9999,-9999,0.301292E-10,0.404593E-12,-9999,-9999,17.6922,410.761,413.040,0.00000,0,237.582,5.51595,5.54655,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.502,269.031,96508.3,1.24714,1008.07,0.232171E-01,0.391085E-01,0.428122E-02,531.546,449.452,0.343283E-02,100.000,0.00000,271.247,4.69945,1.15703,0.295873,4.84882,-0.128742E-12,0.170296E-14,4.84882,9.10381,256.101,13.8314,3.49834,-9999,0.377483,1.17277,5318.07,0.418520E-03,-0.314777E-01,0.181053E-02,0,34.8331,-5.28605,11.9571,29.7748,45.4084,63.6860,95.4132,-0.175892,1.01033,0.617052,1.02234,26.3827,1.02997,0.517090,1.02997,0.583323,1.02997,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,7,5,57,40,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.21502,0.937549,0.192957,0.373271E-02,0.495843E-04,17.2191,-9999,-9999,0.490811E-03,0.517090E-03,0.583323,-9999,-9999,248.000
20240318T060000.dat,2024-03-18,06:00,78.2499,0,17999,17999,-0.135617,0,-9999,-6.17519,0,-9999,21.9776,0,-9999,0.649094,0,-9999,0.485853,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.286840,0.102817,0.638816E-02,0.227294E-02,-9999,-9999,-0.106686E-09,-0.144191E-11,-9999,-9999,17.7099,410.865,413.160,0.00000,0,239.358,5.55303,5.58404,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.345,268.871,96524.1,1.24807,1008.09,0.231997E-01,0.314833E-01,0.431322E-02,535.200,444.064,0.345591E-02,100.000,0.00000,271.340,4.13619,1.16119,0.259829,4.30394,0.693671E-13,-0.602410E-14,4.30394,8.28244,253.981,15.6815,3.46105,-9999,0.329638,0.991771,492.816,0.451624E-02,-0.280976,0.148893E-01,0,33.7819,-5.12654,11.5962,28.8763,44.0382,61.7642,92.5340,-0.134328,1.00959,-4.87316,1.02162,21.3898,1.03103,0.749808,1.03103,0.472857,1.03103,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,3,18,3,23,92,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.943043,0.881656,0.158842,0.174220E-01,0.259708E-03,12.9962,-9999,-9999,-0.387321E-02,0.749808E-03,0.472857,-9999,-9999,248.000
20240318T063000.dat,2024-03-18,06:30,78.2707,1,17999,17999,-0.120825,0,-9999,-8.85786,0,-9999,19.9222,0,-9999,0.900893,0,-9999,0.440404,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.463569E-01,0.110173,0.287943E-01,0.243551E-02,-9999,-9999,-0.658636E-10,-0.895519E-12,-9999,-9999,17.7335,411.335,413.648,0.00000,0,241.115,5.59275,5.62420,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.322,268.845,96534.2,1.24831,1008.11,0.231953E-01,0.285382E-01,0.434490E-02,539.078,443.199,0.348064E-02,100.000,0.00000,271.438,3.77830,1.42299,0.236794,4.04432,-0.729915E-14,-0.371407E-14,4.04432,8.05614,249.054,20.6374,3.35658,-9999,0.311113,0.839706,288.859,0.770488E-02,-0.444622,0.226246E-01,0,34.4398,-5.22638,11.8221,29.4386,44.8958,62.9670,94.3360,-0.119694,1.00945,-7.61239,1.02116,19.4968,1.03076,1.14897,1.03076,0.430998,1.03076,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,7,9,0,13,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.934768,0.609828,0.134816,0.989266E-02,0.164340E-03,14.2372,-9999,-9999,-0.604911E-02,0.114897E-02,0.430998,-9999,-9999,248.000
20240318T070000.dat,2024-03-18,07:00,78.2916,1,17999,17999,-0.126205,0,-9999,0.213569E-01,2,-9999,16.9930,0,-9999,0.685731,1,-9999,0.375742,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.470861,0.703927,-0.107763E-01,0.155650E-01,-9999,-9999,0.680042E-11,0.967042E-13,-9999,-9999,17.7102,411.159,413.577,0.00000,0,251.845,5.84682,5.88120,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.608,269.108,96550.9,1.24718,1008.25,0.232159E-01,0.243481E-01,0.453825E-02,563.619,452.060,0.363881E-02,100.000,0.00000,272.044,3.88425,1.41186,0.242955,4.14002,0.396786E-13,0.383983E-15,4.14002,8.15602,249.658,19.9754,3.36431,-9999,0.318107,0.773375,-128090.,-0.173752E-04,0.125681E-02,-0.533908E-04,0,34.4639,-5.23004,11.8304,29.4593,44.9272,63.0111,94.4021,-0.125002,1.00962,0.930101,1.02044,16.4276,1.02834,0.515766,1.02834,0.363241,1.02834,-9999,-9999,-9999,-9999,800001099,800000099,800000099,811101099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,13,1,28,416,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.808181,0.597884,0.140684,0.120678E-01,0.912845E-04,19.6270,-9999,-9999,0.739660E-03,0.515766E-03,0.363241,-9999,-9999,248.000
20240318T073000.dat,2024-03-18,07:30,78.3124,1,17999,17999,-0.110754,0,-9999,13.3579,0,-9999,23.4701,0,-9999,0.633815,0,-9999,0.519100,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.504224,0.617788,0.185247E-02,0.136639E-01,-9999,-9999,-0.507938E-10,-0.749832E-12,-9999,-9999,17.6934,411.189,413.701,0.00000,0,261.194,6.07008,6.10715,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,269.909,269.390,96560.0,1.24589,1008.38,0.232397E-01,0.336377E-01,0.470672E-02,585.155,461.734,0.377781E-02,100.000,0.00000,272.556,3.58953,1.84966,0.232153,4.04474,0.592654E-13,-0.287078E-14,4.04474,7.39519,242.520,27.2618,3.29037,-9999,0.298154,0.761999,-168.640,-0.131969E-01,0.569147,-0.356613E-01,0,33.2757,-5.04972,11.4225,28.4436,43.3783,60.8386,91.1474,-0.109708,1.00954,14.3513,1.02019,22.2363,1.02813,-0.270008,1.02813,0.491813,1.02813,-9999,-9999,-9999,-9999,800001099,800000099,800000099,811101099,800000099,800001099,899999999,899999999,89999,89999,89,89,12,7,0,1,911,108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.681900,0.707194,0.134905,0.138998E-01,0.458742E-04,14.8078,-9999,-9999,0.114233E-01,-0.270008E-03,0.491813,-9999,-9999,248.000
20240318T080000.dat,2024-03-18,08:00,78.3332,1,17999,17999,-0.149792,0,-9999,22.5395,0,-9999,26.6973,0,-9999,0.808481,0,-9999,0.590629,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.484707,0.259211,0.132512E-01,0.573458E-02,-9999,-9999,-0.379010E-10,-0.567850E-12,-9999,-9999,17.6848,411.406,413.958,0.00000,0,264.963,6.16388,6.20211,0.00000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,270.189,269.662,96562.5,1.24462,1008.43,0.232632E-01,0.382728E-01,0.477462E-02,594.195,471.216,0.383621E-02,100.000,0.00000,272.767,3.30446,2.35248,0.235785,4.06316,-0.237412E-13,-0.214314E-14,4.06316,7.70123,234.869,35.4475,3.32674,-9999,0.346917,0.771614,-157.444,-0.141351E-01,0.844263,-0.517650E-01,0,37.3302,-5.66501,12.8143,31.9093,48.6637,68.2516,102.253,-0.148374,1.00955,23.5250,1.02024,25.0304,1.02817,-0.595040,1.02817,0.553752,1.02817,-9999,-9999,-9999,-9999,800000099,800000099,800000099,811101099,800001099,800001099,899999999,899999999,89999,89999,89,89,14,5,2,1,41,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.791536,0.614691,0.137000,0.163795E-01,0.740727E-04,19.9463,-9999,-9999,0.187433E-01,-0.595040E-03,0.553752,-9999,-9999,248.000
