Year,DOY,date,Plot,rotation,Conc,inhibit
2022,103,13/04/2022,P2,Conventional,3.387007,with NUI
2022,103,13/04/2022,P3,Diverse,4.850437,without NUI
2022,103,13/04/2022,P4,Diverse,7.100675,with NUI
2022,104,14/04/2022,P1,Conventional,2.135404,without NUI
2022,104,14/04/2022,P2,Conventional,10.997465,with NUI
2022,104,14/04/2022,P3,Diverse,9.722681,without NUI
2022,104,14/04/2022,P4,Diverse,8.71273,with NUI
2022,105,15/04/2022,P1,Conventional,11.067466,without NUI
2022,105,15/04/2022,P2,Conventional,10.280558,with NUI
2022,105,15/04/2022,P3,Diverse,13.859521,without NUI
2022,105,15/04/2022,P4,Diverse,9.316007,with NUI
2022,106,16/04/2022,P1,Conventional,5.644569,without NUI
2022,106,16/04/2022,P2,Conventional,4.831774,with NUI
2022,106,16/04/2022,P3,Diverse,6.058482,without NUI
2022,106,16/04/2022,P4,Diverse,2.124632,with NUI
2022,107,17/04/2022,P1,Conventional,4.867074,without NUI
2022,107,17/04/2022,P2,Conventional,8.902491,with NUI
2022,107,17/04/2022,P3,Diverse,7.872061,without NUI
2022,107,17/04/2022,P4,Diverse,9.632018,with NUI
2022,108,18/04/2022,P1,Conventional,0.779003,without NUI
2022,108,18/04/2022,P2,Conventional,1.63528,with NUI
2022,108,18/04/2022,P3,Diverse,9.445265,without NUI
2022,108,18/04/2022,P4,Diverse,8.73128,with NUI
2022,109,19/04/2022,P1,Conventional,5.658013,without NUI
2022,109,19/04/2022,P2,Conventional,7.534198,with NUI
2022,109,19/04/2022,P3,Diverse,9.554604,without NUI
2022,109,19/04/2022,P4,Diverse,11.386871,with NUI
2022,110,20/04/2022,P1,Conventional,4.903581,without NUI
2022,110,20/04/2022,P2,Conventional,7.057459,with NUI
2022,110,20/04/2022,P3,Diverse,6.463169,without NUI
2022,110,20/04/2022,P4,Diverse,6.088385,with NUI
2022,111,21/04/2022,P1,Conventional,2.944872,without NUI
2022,111,21/04/2022,P2,Conventional,6.032625,with NUI
2022,111,21/04/2022,P3,Diverse,5.075105,without NUI
2022,111,21/04/2022,P4,Diverse,3.063843,with NUI
2022,112,22/04/2022,P1,Conventional,-0.01481,without NUI
2022,112,22/04/2022,P2,Conventional,5.485361,with NUI
2022,112,22/04/2022,P3,Diverse,11.276896,without NUI
2022,112,22/04/2022,P4,Diverse,3.351994,with NUI
2022,113,23/04/2022,P1,Conventional,2.27795,without NUI
2022,113,23/04/2022,P2,Conventional,4.53448,with NUI
2022,113,23/04/2022,P3,Diverse,2.705874,without NUI
2022,113,23/04/2022,P4,Diverse,3.407716,with NUI
2022,114,24/04/2022,P1,Conventional,6.023864,without NUI
2022,114,24/04/2022,P2,Conventional,3.798788,with NUI
2022,114,24/04/2022,P3,Diverse,7.451192,without NUI
2022,114,24/04/2022,P4,Diverse,6.214037,with NUI
2022,115,25/04/2022,P1,Conventional,3.29345,without NUI
2022,115,25/04/2022,P2,Conventional,-0.202043,with NUI
2022,115,25/04/2022,P3,Diverse,4.407132,without NUI
2022,115,25/04/2022,P4,Diverse,4.527624,with NUI
2022,116,26/04/2022,P1,Conventional,2.843021,without NUI
2022,116,26/04/2022,P2,Conventional,4.534489,with NUI
2022,116,26/04/2022,P3,Diverse,4.937025,without NUI
2022,116,26/04/2022,P4,Diverse,5.126349,with NUI
2022,117,27/04/2022,P1,Conventional,3.667848,without NUI
2022,117,27/04/2022,P2,Conventional,2.507438,with NUI
2022,117,27/04/2022,P3,Diverse,7.906103,without NUI
2022,117,27/04/2022,P4,Diverse,3.413852,with NUI
2022,118,28/04/2022,P1,Conventional,8.792187,without NUI
2022,118,28/04/2022,P2,Conventional,3.056141,with NUI
2022,118,28/04/2022,P3,Diverse,11.555138,without NUI
2022,118,28/04/2022,P4,Diverse,10.994762,with NUI
2022,119,29/04/2022,P1,Conventional,7.428033,without NUI
2022,119,29/04/2022,P2,Conventional,3.739684,with NUI
2022,119,29/04/2022,P3,Diverse,6.235941,without NUI
2022,119,29/04/2022,P4,Diverse,4.840287,with NUI
2022,120,30/04/2022,P1,Conventional,1.309302,without NUI
2022,120,30/04/2022,P2,Conventional,1.492799,with NUI
2022,120,30/04/2022,P3,Diverse,3.089443,without NUI
2022,120,30/04/2022,P4,Diverse,4.599045,with NUI
