year,date_jul,date,plot,rotation,nh4_kg_n_ha,no3_kg_n_ha,,plot_old
2002,169,,NA,,0.337,6.544,,P4
2002,184,,NA,,0.221,3.042,,P4
2002,197,,NA,,0.787,0.74,,P4
2002,235,,NA,,0.323,6.381,,P4
2002,260,,NA,,0.506,4.077,,P4
2002,288,,NA,,0.645,0.991,,P4
2002,310,,NA,,1.782,3.563,,P4
2002,331,,NA,,0.092,3.449,,P4
2002,353,,NA,,0.217,5.748,,P4
2003,7,,NA,,0.543,4.939,,P4
2003,28,,NA,,1.008,4.99,,P4
2003,48,,NA,,NaN,NaN,,P4
2003,69,,NA,,1.62,3.386,,P4
2003,83,,NA,,5.009,5.874,,P4
2003,112,,NA,,0.119,7.48,,P4
2003,125,,NA,,0.076,7.201,,P4
2003,140,,NA,,6.53,33.614,,P4
2003,154,,NA,,1.671,80.922,,P4
2003,167,,NA,,0.415,66.464,,P4
2003,183,,NA,,0.09,40.157,,P4
2003,211,,NA,,0.716,43,,P4
2003,223,,NA,,0,31.197,,P4
2003,238,,NA,,1.442,39.938,,P4
2003,253,,NA,,0.174,36.152,,P4
2003,267,,NA,,0.129,11.063,,P4
2003,278,,NA,,0.385,2.618,,P4
2004,12,,NA,,0.5,3.069,,P4
2004,62,,NA,,0.773,2.363,,P4
2004,111,,NA,,0.045,3.41,,P4
2004,126,,NA,,0.791,3.819,,P4
2004,147,,NA,,0.882,4.713,,P4
2004,159,,NA,,0.814,7.546,,P4
2004,175,,NA,,0.033,13.083,,P4
2004,189,,NA,,0.021,6.907,,P4
2004,201,,NA,,1.844,4.751,,P4
2004,223,,NA,,1.927,0.566,,P4
2004,237,,NA,,0.697,1.065,,P4
2004,260,,NA,,0.448,2.525,,P4
2004,302,,NA,,0.862,6.392,,P4
2005,129,,NA,,0.111949087,6.484276774,,P4
2005,143,,NA,,21.14153423,51.16305904,,P4
2005,205,,NA,,4.632643564,4.632643564,,P4
2005,214,,NA,,4.038263778,4.338662536,,P4
2006,44,,NA,,0.672283925,0.416119125,,P4
2006,72,,NA,,2.646187438,0.238235196,,P4
2006,122,,NA,,4.130802863,4.538522858,,P4
2006,135,,NA,,0.013780451,57.68272365,,P4
2006,169,,NA,,0.084228449,10.04683391,,P4
2006,270,,NA,,0.123737075,2.019383063,,P4
2006,323,,NA,,0.007232048,54.68355781,,P4
2009,139,,NA,,2.173596284,6.243799331,,P4
2009,153,,NA,,0,5.950169868,,P4
2009,166,,NA,,2.871542949,12.04325417,,P4
2009,174,,NA,,1.829783896,14.98985236,,P4
2009,185,,NA,,1.697452368,10.44379602,,P4
2009,194,,NA,,3.757460953,10.31914276,,P4
2009,210,,NA,,1.138620972,4.454548294,,P4
2009,222,,NA,,1.94752182,7.950033688,,P4
2009,238,,NA,,0,11.19342919,,P4
2009,267,,NA,,13.8293103,1.23696033,,P4
2009,277,,NA,,0,13.09313642,,P4
2009,282,,NA,,3.43787696,2.128473449,,P4
2009,301,,NA,,0,8.146994468,,P4
2009,308,,NA,,0.400139179,9.402755753,,P4
2009,315,,NA,,0.278551532,6.320541124,,P4
2010,14,,NA,,1.379993823,4.473984227,,P4
2010,62,,NA,,1.495025812,3.610914377,,P4
2010,75,,NA,,0.263752467,0.580131624,,P4
2010,137,,NA,,1.269804381,10.59593234,,P4
2012,83,,P2,,0.39,10.66,,P4
2012,113,,P2,,0.39384629,10.65682293,,P4
2012,177,,P2,,0.200158154,31.47080404,,P4
2012,175,,P2,,0.2,31.47,,P4
2013,150,,P2,,8.19,83.54,,P4
2013,220,,P2,,3.13,18.31,,P4
2013,289,,P2,,1.39,,,P4
2013,302,,P2,,0.75,29.95,,P4
2014,126,,P2,,0.641570717,4.989864341,,P4
2014,145,,P2,,1.940017804,17.47932722,,P4
2014,175,,P2,,0.04365644,1.319802731,,P4
2014,224,,P2,,0.012763501,0.113485512,,P4
2014,281,,P2,,0.550807769,8.162501628,,P4
2015,125,,P4,,3.148940759,6.155418438,,P4
2015,135,,P4,,2.902503459,7.810736265,,P4
2015,141,,P4,,3.576367554,8.757455541,,P4
2015,148,,P4,,0.492306843,10.55002323,,P4
2015,155,,P4,,2.373994487,7.509243639,,P4
2015,162,,P4,,1.377173905,6.749070432,,P4
2015,169,,P4,,1.794978902,4.242648713,,P4
2015,180,,P4,,45.58407777,13.68576854,,P4
2015,190,,P4,,48.98362366,32.50275163,,P4
2015,197,,P4,,6.767421859,30.04254569,,P4
2015,204,,P4,,2.913080981,12.43498336,,P4
2015,223,,P4,,3.246107187,2.437550134,,P4
2015,253,,P4,,2.93499556,1.312231366,,P4
2015,320,,P4,,2.260677582,5.246819939,,P4
2016,39,,P4,,1.955510067,2.190342519,,P4
2016,111,,P4,,1.498174252,2.273574252,,P4
2016,134,,P4,,4.847600472,7.410292459,,P4
2016,147,,P4,,1.809970387,10.18858845,,P4
2016,153,,P4,,1.85243986,12.58057886,,P4
2016,160,,P4,,1.518317313,11.07305484,,P4
2016,169,,P4,,NaN,NaN,,P4
2016,172,,P4,,120.4884011,64.00955292,,P4
2016,179,,P4,,73.70549649,53.3889545,,P4
2016,193,,P4,,65.53639658,53.29643874,,P4
2016,200,,P4,,27.45847212,39.84621997,,P4
2016,215,,P4,,32.7762673,63.03321665,,P4
2016,236,,P4,,4.032358788,21.45097996,,P4
2016,265,,P4,,1.894792992,8.395279881,,P4
2016,300,,P4,,1.59248372,8.804716427,,P4
2017,103,,P4,,2.449006254,5.084821404,,P4
2017,129,,P4,,1.717287284,5.38748498,,P4
2017,139,,P4,,3.27579271,15.45768245,,P4
2017,144,,P4,,0.662029012,19.91565333,,P4
2017,151,,P4,,2.97466509,12.69417134,,P4
2017,158,,P4,,2.894194507,17.85406586,,P4
2017,165,,P4,,3.677366146,27.77653039,,P4
2017,172,,P4,,1.693195812,27.91025276,,P4
2017,186,,P4,,0.639982568,89.20909823,,P4
2017,193,,P4,,38.24965355,48.73776358,,P4
2017,200,,P4,,17.98747466,32.81525656,,P4
2017,207,,P4,,7.828694904,67.70076442,,P4
2017,214,,P4,,8.226599183,14.20289832,,P4
2017,226,,P4,,9.060477576,35.08621387,,P4
2017,333,,P4,,1.626574607,3.248152063,,P4
