elora1982						
1	0	-7.3	0	6.91	5.536	92.09
2	-1	-21.3	0	4.07	5.762	86.66
3	1.4	-7.8	1.57	3.61	6.084	94.92
4	5.1	0	0.75	9.61	5.784	92.45
5	0.3	-8.1	0	6.16	5.702	78.32
6	0	-6.6	0	4.1	5.408	89.85
7	-7.5	-9.4	0.07	5.01	5.322	76.39
8	-9.4	-14.4	0.2	7.38	5.976	75.53
9	-16.1	-17.7	0.03	5.28	6.112	73.45
10	-11.2	-25.2	2.37	9.42	5.794	73.91
11	-12.7	-23.6	0	6.9	4.602	88.79
12	-10.5	-25	0.2	1.37	5.264	89.93
13	-8.4	-14.4	0.23	2.27	7.468	88.41
14	-9.5	-13.1	0.02	2.86	6.82	88.42
15	-8.1	-18	0.2	3.23	6.012	89.12
16	-9.6	-17.3	0.18	8.12	6.674	96.59
17	-18.2	-25.5	0.08	7.19	6.358	80.05
18	-14.2	-24.2	0	2.61	4.422	84.62
19	-4.5	-20.8	0.02	1.95	5.442	92.95
20	-6.5	-11.1	0.08	3.83	6.702	85.09
21	-14.7	-18.4	0	5.51	7.36	85.84
22	0.8	-22.2	0.28	6.77	7	86.77
23	3.2	-14.7	0.1	9.88	6.762	92.37
24	-12.2	-14.8	0.11	8.94	7.026	80.51
25	-9.5	-18.4	0.02	4.42	7.798	83.7
26	-12.4	-21.1	0	3.63	8.388	85.71
27	-1.2	-19.2	0.05	4	7.566	90.26
28	0.1	-9.5	0	7.86	8.41	90.55
29	-3.6	-13	0.82	3.83	6.374	85.32
30	-0.9	-8.3	0	3.53	6.374	93.31
31	-10.4	-13.1	1.88	6.8	7.106	89.56
32	-7.3	-13.9	0	4.66	6.04	89.68
33	-2.3	-20	0	2.11	7.762	95
34	-2.5	-8	0.93	4.16	8.366	93.55
35	-13.5	-18.5	0.03	2.85	6.832	85.52
36	-9.3	-25	0.5	1.91	7.072	90.4
37	-11.9	-15.6	0.02	6.34	8.224	82.87
38	-9.2	-21.8	0	8.83	7.624	89.4
39	-7.3	-13.5	0.23	4.67	8.13	86.62
40	-7.9	-10.7	0.03	2.88	10.282	86.28
41	-15.4	-22	0	6.27	9.46	81.44
42	-11.3	-22	0	5.75	6.648	87.44
43	-8	-19.6	0	1.37	7.042	79.58
44	-6.8	-12.8	0.06	2.55	5.97	84.08
45	3.2	-10.7	0	2.84	7.58	91.19
46	3.6	-6.4	0	6.23	6.668	94.86
47	0.7	-3	0	4.14	6.978	92
48	-4.1	-11.6	0	7.99	7.39	87.1
49	-0.9	-6.7	0.56	4.34	10.136	93.1
50	-0.9	-2.6	0.06	3.6	9.792	94.41
51	-0.5	-2.6	0	2.62	8.408	96.32
