elora2018
1	-11	-25.3	0.4348	1.68	7.42	81.43
2	-10.1	-17	0.0713	3.58	5.59	84.37
3	-10	-17.6	0	2.86	6.40	75.61
4	-9.9	-20.7	0	2.71	9.01	77.13
5	-18.2	-23.2	0.1794	2.69	8.72	72.04
6	-18.2	-23.7	0.2242	1.74	9.13	71.22
7	-4.1	-21.6	0.3505	2.51	3.90	77.89
8	0.1	-4.1	0.4577	3.47	2.77	89.13
9	-1	-9.9	0	1.90	3.63	78.41
10	4.9	-10.7	0.4157	1.43	4.55	91.45
11	10.5	3.6	0.516	2.58	2.78	90.86
12	10.5	-12.3	1.3164	2.86	1.31	88.16
13	-12.2	-17.4	0	2.46	9.06	72.10
14	-8.2	-17.6	0.2891	1.06	6.86	77.12
15	-8.9	-12	0.192	2.06	4.30	80.11
16	-5.4	-16.9	0.0622	1.02	6.89	87.19
17	-7.7	-15.7	0.3456	2.00	8.83	84.11
18	-6.5	-11.4	0	2.70	3.74	83.01
19	0.9	-7.3	0	2.80	8.18	77.25
20	3.1	-2.6	0	2.50	9.61	79.92
21	0.8	-4	0.1474	0.46	4.05	96.25
22	1.4	0.1	1.7513	1.68	0.77	97.53
23	4.1	-7.1	1.3664	2.84	1.48	93.63
24	-7	-12.2	0	2.03	9.27	79.93
25	-2	-13.7	0.1696	0.92	5.78	78.02
26	4.5	-6.8	0	1.86	9.82	74.45
27	6	0.2	0.0985	2.96	2.17	74.12
28	1.4	-4.9	0	1.29	6.37	78.44
29	-3.9	-10.1	0.5669	1.89	4.40	85.10
30	-10.1	-19.1	0	2.14	11.89	77.13
31	0.1	-18.7	0.1768	2.48	6.18	80.05
32	0.7	-12.8	0.0837	2.45	5.01	79.93
33	-11.4	-18.2	0.1876	2.28	11.57	75.76
34	-2.9	-12.4	0.4028	2.95	6.70	83.93
35	-0.3	-13.2	0.3474	2.42	4.99	86.92
36	-10.9	-18.1	0.3174	2.33	10.04	78.05
37	-8.5	-17.4	0.162	1.90	12.27	81.49
38	-7.4	-15.5	0.6241	1.66	8.32	84.36
39	-9.8	-16.7	0.2508	1.77	9.26	85.08
40	-7.2	-13.3	0.4119	1.17	6.30	88.42
41	-5.6	-9.3	0.412	0.95	4.84	88.93
42	-2.1	-9	0.3352	2.48	4.42	90.02
43	-5.8	-18.4	0.1699	1.77	12.43	79.86
44	-5.1	-20.6	0.3458	0.99	10.94	79.64
45	2.5	-8.1	0	1.89	13.67	83.30
46	4.8	0.4	0.084	2.18	5.00	95.94
47	0.6	-12.2	0.0914	2.53	10.68	83.69
48	-2.6	-13	0.1713	1.59	6.43	84.58
49	-0.1	-4.3	0	2.14	14.27	78.42
50	4.6	-6	1.2305	1.14	3.45	91.17
51	13.1	2.7	1.7815	2.07	1.58	96.45
52	1.4	-1.2	0.6469	1.86	5.75	87.86
53	3.1	-1.6	0	1.52	7.96	79.55
54	4.5	-2.3	0.5303	1.98	1.98	95.67
55	2.3	-0.7	0.0656	1.46	7.00	82.99
56	8	-0.1	0.2225	3.44	12.18	80.68
57	4.4	-2.3	0.0748	1.86	14.79	73.49
58	10.6	-2.7	0.1993	1.67	15.39	70.55
59	12.5	0	0.061	1.72	12.74	72.17
60	2	-1.1	0.0807	2.39	3.60	80.18
61	2.5	-4	0.1288	3.10	15.48	68.47
62	2.8	-5.3	0	2.11	17.40	67.14
63	1.2	-5.9	0	2.15	17.90	55.27
64	3.8	-7.3	0	1.54	15.98	62.19
65	-1.4	-5.6	0.1734	1.77	3.01	84.90
66	1	-4	0.0714	1.62	3.73	92.32
67	-2.7	-6	0	2.06	8.52	84.55
68	-0.2	-4.6	0.2861	2.57	9.81	85.20
69	-0.6	-6.7	0.103	1.85	10.11	79.18
70	-1	-7	0	1.19	7.26	78.10
71	-1.8	-6.4	0	0.79	5.70	75.38
72	0.2	-7.8	0.0873	1.87	11.08	85.88
73	-2	-7.7	0.2579	3.02	7.83	82.43
74	2.1	-7.8	0.2088	1.97	12.33	77.19
75	-3.6	-9.3	0.2886	2.93	16.39	73.70
76	3.7	-8.2	0.0841	1.89	20.49	63.76
77	7.4	-8.3	0.0977	1.71	20.40	63.11
78	1.3	-8.8	0	1.59	21.22	43.55
79	2.9	-8.2	0	2.18	20.95	55.55
80	4.1	-6.6	0.0724	2.38	16.69	50.12
81	4.1	-6.9	0	2.06	18.04	65.71
82	3	-7.5	0.1019	1.72	21.34	65.45
83	3.2	-7.6	0	2.03	22.65	50.38
84	3.4	-10.2	0.0664	2.05	22.38	52.36
85	8.3	-3.3	0.2205	2.30	22.07	61.22
