elora2014						
1	-9.38	-15.02	0.039	3.03	4.67	78.31
2	-13.63	-18.13	0.154	6.51	1.83	81.81
3	-13.04	-24.63	0.074	2.95	7.78	81.71
4	-2.84	-11.74	0.164	6.63	5.67	83.51
5	-0.18	-4.11	0.679	2.5	3.88	94.34
6	-0.75	-20.77	0.441	8.23	5.18	94.17
7	-18.27	-23.02	0.043	9.03	6.64	78.95
8	-9.64	-18.2	0.023	4.31	6.72	84.05
9	-7.93	-16.08	0.017	0.713174603	6.8328	80.61428571
10	2.3	-8.4	0.6	1.066469907	3.78	95.0875
11	4.5	-0.2	1.52	2.466168981	1.7532	97.50833333
12	0.4	-1.4	0.18	3.444791667	5.4612	85.10833333
13	5	-2.6	0.06	2.763831019	4.95	80.27041667
14	2.7	-3	0	1.383009259	7.0128	86.45
15	-0.7	-9.6	0.07	2.926956019	3.0312	81.48541667
16	-4	-9	0.33	2.280972222	5.2596	84.57458333
17	-1.6	-7.7	0.34	2.1646875	5.076	87.33333333
18	-5.4	-10.1	0.08	2.003171296	5.6376	87.45
19	-3.6	-10.2	0.16	3.577696759	3.2616	89
20	-3.7	-18.9	0.06	2.121319444	6.5484	73.58833333
21	-17.4	-24.9	0	1.103634259	10.566	71.35666667
22	-14.5	-26.5	0.07	0.496493056	8.8812	77.35958333
23	-15.5	-23.7	0.13	1.344849537	9.8136	76.86916667
24	-10.2	-23.4	0.26	3.684594907	8.9928	79.47125
25	-6.1	-17.3	0.17	3.761886574	6.4908	81.79583333
26	-6.6	-19.3	0	2.529050926	6.426	81.44166667
27	-7.1	-19.6	0.31	3.976041667	10.4724	78.74166667
28	-15.9	-21.3	0.25	3.432638889	10.8756	75.59166667
29	-12.5	-21.6	0.17	3.263194444	9.7056	76.93333333
30	-5	-17	0.14	3.035185185	8.8272	70.6
31	-2.9	-9	0.22	2.153506944	5.4252	87.3875
32	0.1	-6.2	1.23	1.016828704	3.492	95.39583333
33	-2.4	-15.1	0	1.765439815	4.6332	88.49166667
34	-7.9	-21.7	0	0.624837963	12.96	84.15833333
35	-6.8	-22.2	0.16	0.391770833	9.0072	83.57083333
36	-7.7	-18.1	0.37	2.536631944	4.788	84.7875
37	-9.9	-22.4	0.15	1.868599537	9.5724	83.95
38	-13.2	-20.7	0	3.182268519	9.954	79.67083333
39	-12.3	-21.7	0	0.911481481	9.6228	82.82916667
40	-8	-19.1	0.32	0.617696759	7.2648	86.78333333
41	-10.3	-18.1	0.09	1.202407407	13.4172	82.62833333
42	-12.7	-26	0.14	1.04099537	10.0404	78.01291667
43	-8.9	-28	0.33	0.837824074	14.76	75.50083333
44	-4.1	-17.8	0.19	0.985347222	13.8672	72.97541667
45	-3.8	-7.6	0.06	1.222951389	10.6812	85.34166667
46	-5.6	-16.1	0.06	1.953518519	14.1336	82.49166667
47	-8.6	-20.1	0.15	1.007916667	11.2788	78.68
48	-4.9	-26.7	0.48	1.599282407	13.4532	73.00958333
49	-2	-7	0.17	2.452395833	10.0728	86.76666667
50	2	-10.4	0	1.337696759	11.4156	85.09166667
51	1.8	-11.8	1.18	1.42599537	3.7152	92.7125
52	2.8	-2.6	0.19	4.615046296	7.2828	80.6575
53	1.1	-5.4	0	4.376388889	15.8904	61.00916667
54	-4.1	-10.8	0	2.424907407	14.6448	75.46166667
55	-8.2	-12.1	0	2.844930556	13.4748	78.63958333
56	-9	-15.7	0.16	2.624699074	11.5272	79.925
57	-12.1	-19.7	0.09	3.255208333	16.3512	70.60958333
58	-12.8	-22.5	0	3.522766204	15.0588	76.03375
59	-12.5	-29.4	0.29	0.858530093	17.9964	67.57541667
60	-4.6	-13.5	0.14	1.831782407	7.4484	74.08916667
61	-13.1	-21.5	0.17	1.995891204	14.7744	70.5225
62	-15.9	-23.9	0.16	1.363657407	18.7812	69.17625
63	-11.1	-23.3	0.44	0.71681713	10.3284	80.46333333
64	-7.2	-20.6	0.42	1.150590278	17.7084	77.14375
65	-6.3	-18.8	0.08	1.575243056	19.2564	76.88166667
66	3.7	-14	0	0.936886574	18.2556	73.89125
67	0.9	-11.8	0.13	1.745972222	14.0256	77.61625
68	-0.1	-14.5	0.35	2.267546296	16.0452	78.95166667
69	5	-0.6	0.06	1.978472222	14.85	80.79583333
70	9.6	1.2	0	0.924108796	15.6888	74.69
71	2.8	-15.2	0.41	3.039907407	7.308	79.39125
72	-6.8	-18.7	0	2.562465278	20.016	67.3475
73	6.3	-6.8	0	3.579976852	17.4996	70.6075
74	3.1	-11.9	0.15	3.534259259	11.9016	81.1125
75	-10.7	-18.2	0.3	1.296180556	21.6936	64.6025
76	-4.7	-19.8	0	1.410601852	20.1924	71.44833333
77	2.5	-8.4	0	1.758113426	19.8252	71.18583333
78	6	-1.6	0.29	2.238368056	3.7512	89.33333333
79	2	-4.4	0.08	3.920601852	10.458	82.775
80	2.7	-5.7	0.06	1.31900463	21.4308	74.44916667
81	2.1	-9.9	0.37	2.985706019	11.5632	83.19583333
82	-8.4	-16.1	0	1.972743056	21.132	72.98291667
83	-6.8	-17.5	0.1	1.26974537	22.6296	74.63166667
84	-2.5	-17.3	0.09	2.036550926	17.7156	77.48583333
85	-8.9	-16	0	1.971539352	23.1984	72.635
86	5.3	-14.3	0.36	2.007789352	13.4748	80.03833333
87	10.4	4.2	0.45	2.937418981	5.2308	90.85416667
88	4.5	-0.2	0	2.190219907	4.7448	80.45958333
89	9.7	-3.3	0.06	1.860115741	23.994	58.72416667
90	9.9	-0.7	0.011	0.766018519	22.95	51.99208333
91	10.1	1.9	0	1.952199074	13.2408	71.86583333
92	3.2	-2.1	0	2.252847222	18.6948	76.98125
93	2.8	-4.2	0	2.064768519	12.3444	71.63083333
94	9.9	0.9	1.03	2.764548611	3.4416	89.775
95	5.2	-3	0.07	3.533993056	14.2956	83.55583333
96	9.5	-3.8	0	0.760439815	23.8176	71.54625
97	9.7	0.5	0.73	1.530729167	11.2536	72.80916667
98	13.6	0.6	0.14	2.194166667	21.24	86.56958333
99	7.6	0.6	0	1.404328704	25.2036	67.61875
100	15.8	2.2	0.06	2.925960648	18.5328	71.45791667
101	14.4	1.3	0.12	0.815219907	23.328	65.26416667
102	16	-0.2	1.42	1.102071759	14.8716	71.45083333
103	21.1	8.5	0.07	1.935983796	11.1528	85.36458333
104	22.5	5.5	0.34	3.10380787	4.9068	80.67333333
105	1.46	-2.2	0.76	2.971770833	16.4628	80.81916667
106	3.2	-8.28	0.08	1.104710648	23.6448	71.80875
107	11.5	-3.39	0	1.954618056	25.4268	63.875
108	11.86	0.04	0.07	1.21525463	8.388	77.0125
109	11.23	-2.29	0	1.313877315	26.424	66.1675
110	17.43	-0.31	0	1.498321759	24.966	53.385
111	21.23	4.09	0	1.142673611	14.3136	55.08333333
112	12.11	2.64	0.41	2.665983796	7.6068	90.31666667
113	9.09	-1.88	1.4	2.721006944	26.5644	64.5275
114	11.7	-2.8	0	0.933263889	26.2152	46.52791667
115	9.6	-0.3	0.61	2.178668981	10.9548	63.02875
116	6.7	-0.5	0	1.721238426	7.5672	86.49875
117	11.7	-1.2	0	1.263321759	25.3656	65.38666667
118	12.5	0.9	0	2.645578704	23.2416	52.7625
119	7.5	5.1	2.34	2.646331019	2.2572	89.19916667
120	7.3	5.1	0.52	1.736736111	2.898	95.22083333
121	11.8	6	0.07	2.152465278	10.7352	82.87583333
122	11	4.4	0.28	2.230601852	6.9984	86.775
123	9.5	4.2	0.21	2.641053241	5.5908	91.2875
