elora1981						
1	-5.3	-12.3	0.36	2.78	5.536	83.25
2	-15.6	-21.1	0.12	5.88	5.762	84.17
3	-18	-25.1	0.06	2.88	6.084	80.15
4	-10.9	-32.1	0.03	4.92	5.784	88.33
5	-7.9	-16.5	0.02	4	5.702	88.03
6	-5.5	-12.7	0.55	5.4	5.408	88.37
7	-14	-17.1	0.06	6.39	5.322	86.21
8	-12.7	-24	0	2.71	5.976	85.26
9	-10	-19	0.1	4.34	6.112	84.88
10	-16.5	-22	0.1	3.62	5.794	82.66
11	-21.1	-25.9	0	3.16	4.602	84.41
12	-12.1	-31	0.02	3.17	5.264	86.09
13	-9.8	-18.4	0	2.6	7.468	84.22
14	-7.6	-12.6	0.02	2	6.82	87.2
15	-7.9	-11.2	0.3	3.54	6.012	90.27
16	-9.4	-11.7	0.02	2.78	6.674	91.59
17	-8.3	-19.4	0	3	6.358	88.22
18	-2.8	-16	0	4.66	4.422	94.95
19	-2.2	-11.6	0	4.66	5.442	94.17
20	-3	-11.8	0	2.56	6.702	91.78
21	-2.6	-16	0	2.37	7.36	91.42
22	-2	-12	0.22	5.59	7	92.5
23	-1.9	-4.9	0	3.1	6.762	89.28
24	-2	-3.5	0	2.42	7.026	88.88
25	5.5	-14.6	0	3.4	7.798	97.57
26	4.1	0	0.04	7.5	8.388	91.21
27	-3.9	-5.7	0.03	4.13	7.566	84.94
28	-6.1	-10.9	0.31	1.35	8.41	79.71
29	-9.5	-15.9	0	3.23	6.374	80.34
30	-12.1	-21	0	3.7	6.374	80.05
31	-3.1	-19.8	0	2.83	7.106	80.87
32	0.8	-14.6	1.14	6.37	6.04	91.39
33	-4.5	-13	0.08	6.38	7.762	90.56
34	-15	-20.5	0.05	6.26	8.366	74.57
35	-14	-19.9	0.07	5.86	6.832	77.15
36	-8.4	-28	0.05	5.29	7.072	81.01
37	-5.2	-13.2	0.04	5.63	8.224	87.99
38	-0.5	-10.5	0.07	4.65	7.624	94.29
39	-6	-9.9	0.07	5.61	8.13	84.92
40	-7.3	-11.6	0	5.62	10.282	81.73
41	5.6	-17.6	4.14	5.23	9.46	97.67
42	2.8	-11.5	0.04	8.01	6.648	97.74
43	-14	-20.9	0	5.8	7.042	71.67
44	-6.5	-20.3	0	3.03	5.97	79.35
45	-1	-12.7	0	2.93	7.58	87.06
46	3.6	-10	0	3.17	6.668	85.83
47	4.5	-1.5	0.32	5.87	6.978	95.56
48	4.5	0.5	0.02	5.06	7.39	98.52
49	6.4	1.6	0	4.64	10.136	100
50	5.5	2	0.14	2.28	9.792	99.09
51	4.5	2.4	0	5.92	8.408	94.18
52	3.8	0.7	0	3.32	9.122	85.12
53	8.5	1	0.76	4.26	8.538	96.46
54	7	2.6	0.76	4.29	12.45	97.71
55	2.8	0	0.11	4.53	11.13	87.34
56	0.5	-2.8	0	5.73	13.572	79.48
57	0.7	-3.5	0	4.66	11.69	78.92
58	4.5	-5.6	0.48	1.91	13.226	75.19
59	2.8	-0.7	0	6.53	9.994	84.78
60	-0.2	-1.9	0.09	4.82	11.448	78.29
61	-2.7	-6.5	0.03	6.38	10.512	70
