Elora1986						
1	-7.4	-9.2	0.34	3.85	5.544	74.7
2	-1.5	-13.5	0	3.85	4.248	83.25
3	-2.1	-6	0	3.85	3.708	88.17
4	-5.6	-10	0	3.85	3.996	79.86
5	-5.4	-9.4	0.69	3.85	4.284	79.78
6	-8.8	-11.8	0.1	3.85	4.68	74.84
7	-13	-21	0	3.85	5.112	72.42
8	-8.6	-19.4	0	3.85	4.068	73.92
9	0	-11.9	0	3.85	7.2	71.38
10	-0.7	-4.8	0	3.85	5.112	79.73
11	1	-6.5	0	3.85	5.76	83.97
12	1.5	-1.2	0.2	3.85	6.948	77.56
13	-13.1	-14.4	0	3.85	7.308	77.02
14	-12	-19.2	0.29	3.85	5.256	69.84
15	-6.2	-27.4	0	3.85	5.004	87.38
16	3.9	-10.8	0	3.85	5.22	79.71
17	4.6	-8.4	0.2	3.85	7.848	84.68
18	4.5	0.3	0	3.85	3.24	91.03
19	3.4	1.9	0.52	3.85	3.924	96.39
20	-1.6	-3.1	0	3.85	7.74	81.22
21	2.4	-6.4	0	3.85	7.056	74.47
22	1.3	-3.3	0	3.85	4.896	81.16
23	-5.8	-12.7	0	3.85	8.208	68.97
24	-2.8	-11.9	0.1	3.85	7.02	70.75
25	1.1	-5.6	0.2	3.85	3.96	77.81
26	-4.4	-5.6	0.1	3.85	7.56	78.2
27	-16	-17.6	0	3.85	7.452	79.99
28	-12.9	-18	0.51	3.85	8.424	61.13
29	-7.4	-16	0	3.85	7.524	71.11
30	-6.4	-12.6	0	3.85	7.596	71.53
31	-5.1	-8.3	0	3.7	7.704	68.95
32	0.3	-13	0	3.7	4.32	88.99
33	-2.9	-5.5	0	3.7	11.124	83.66
34	-1.2	-3.6	0	3.7	10.224	76.96
35	0.7	-4.8	0.98	3.7	5.508	87.26
36	-0.1	-1.6	0	3.7	8.208	86.48
37	-9.6	-13.5	0	3.7	12.132	74.1
38	-8.1	-11.9	0	3.7	4.464	70.63
39	-5.5	-10	0	3.7	7.416	76.97
40	-2.9	-7.6	0	3.7	7.92	79.55
41	-8.7	-16.5	0	3.7	9.18	84.2
42	-8.5	-20.3	0	3.7	11.268	85.77
43	-8.8	-18.4	0	3.7	10.872	78.47
44	-9.5	-15.6	0.28	3.7	4.536	76.98
45	-6.4	-13.4	0	3.7	7.38	81.78
46	-7.9	-18.4	0	3.7	9.288	74.7
47	-3.2	-14.5	0	3.7	6.336	74.75
48	-2	-6.6	0	3.7	7.776	86.4
