Year	DoY	Hour	NEE	LE	H	Ustar	Tair	RH	VPD	Rg
2024	2	4.5	0.499604E-01	12.1748	2.60567	0.302493	-3.23199999999997	69.8984	1.446	0
2024	2	5	0.332742E-01	14.2934	1.57946	0.343441	-3.26299999999998	69.2707	1.47271	0
2024	2	5.5	0.691065E-01	15.091	-0.421456	0.323899	-3.19999999999999	67.9748	1.54198	0
2024	2	6	-0.205139	14.4186	-1.24497	0.345466	-3.16399999999999	68.1374	1.53833	0
2024	2	6.5	0.143921E-01	12.9416	-0.980251	0.322982	-3.12399999999997	68.4534	1.52764	0
2024	2	7	-9.66E-02	13.5285	-1.52338	0.324808	-3.10699999999997	68.5395	1.52543	0
2024	2	7.5	0.177191	15.1032	-0.976101	0.324642	-3.02199999999999	68.6245	1.53087	1.035437
2024	2	8	0.151248	11.6745	-1.39359	0.296644	-2.90699999999998	69.0163	1.52482	11.151717
2024	2	8.5	0.222485	18.7716	-1.98174	0.347788	-2.88399999999996	67.1861	1.6177	32.2701
2024	2	9	-1.57E-02	19.7531	-0.446986	0.385083	-2.89699999999999	67.2862	1.61117	62.102769
2024	2	9.5	0.441730E-01	22.4121	2.80432	0.374551	-2.916	67.0098	1.62241	86.609081
2024	2	10	-0.168858	25.2105	4.75679	0.404431	-2.90199999999999	66.8498	1.63208	111.456921
2024	2	10.5	-0.227994	24.685	6.56439	0.386211	-2.89400000000001	66.644	1.6431	158.422481
2024	2	11	-5.90E-02	31.1	12.7047	0.408221	-2.83799999999997	66.976	1.63356	176.746512
2024	2	11.5	-0.221598	24.3308	11.966	0.344614	-2.75599999999997	67.4021	1.62242	183.505094
2024	2	12	-0.180885	24.9965	11.1611	0.338013	-2.495	67.6883	1.63963	190.68948
2024	2	12.5	-0.137736	29.1431	10.8071	0.360531	-2.17099999999999	67.5398	1.6871	188.560354
2024	2	13	-1.76E-02	29.5061	9.95703	0.363513	-1.79199999999997	68.1363	1.70313	181.701772
2024	2	13.5	-0.275568	33.1518	10.6292	0.407447	-1.709	68.4539	1.69653	170.383832
2024	2	14	-2.50E-02	26.9155	7.89142	0.380952	-1.82399999999996	68.4244	1.68371	103.740753
2024	2	14.5	-0.14148	26.0278	2.60529	0.369892	-1.85199999999998	67.042	1.75385	67.496788
2024	2	15	0.324258E-01	23.7884	-1.51547	0.355975	-1.78499999999997	66.6169	1.78523	62.733112
2024	2	15.5	-0.321401	31.7939	0.286829	0.408389	-1.87199999999996	67.7248	1.71502	48.741971
2024	2	16	0.184542	23.7553	-2.86408	0.357508	-1.923	67.254	1.73347	22.907198
2024	2	16.5	-2.16E-02	17.0134	-2.62869	0.308081	-2.09399999999999	67.7896	1.68365	4.024917
2024	2	17	0.400265	19.133	-4.36993	0.333691	-2.20299999999997	67.4974	1.68538	0.068439
2024	2	17.5	0.164658	16.7474	-4.97187	0.334548	-2.22899999999998	68.0871	1.65158	0
2024	2	18	0.224823	14.7281	-5.65973	0.319199	-2.16999999999996	68.5379	1.63541	0
2024	2	18.5	0.212714	16.1546	-5.86175	0.316497	-2.16699999999997	68.3501	1.64551	0
2024	2	19	0.235015	15.2732	-5.5201	0.319443	-2.13499999999999	68.5426	1.63938	0
2024	2	19.5	0.264572	17.1103	-6.81117	0.338843	-2.07899999999995	68.4683	1.65008	0
2024	2	20	0.349855	17.0173	-7.04091	0.362128	-2.05099999999999	68.6561	1.64365	0
2024	2	20.5	0.235279	13.4393	-4.73292	0.322123	-2.06899999999996	70.3566	1.55242	0
2024	2	21	0.182062	14.8888	-3.67652	0.364423	-2.12899999999996	70.5436	1.53578	0
2024	2	21.5	0.181458	12.3929	-3.24162	0.312245	-2.11199999999997	70.7034	1.52933	0
2024	2	22	0.137614	12.845	-2.88597	0.35952	-2.09699999999998	71.8267	1.47233	0
2024	2	22.5	-0.287354	9.97277	-0.322489	0.322757	-2.12099999999998	72.4395	1.43778	0
2024	2	23	-0.107208	9.42109	3.05045	0.342458	-2.108	72.7585	1.42247	0
2024	2	23.5	-8.67E-02	6.22014	2.06498	0.299633	-2.09999999999997	73.1422	1.40329	0
2024	3	0	-0.10118	5.62525	0.991442E-01	0.339365	-2.02599999999995	73.1675	1.40971	0
2024	3	0.5	-0.1188	5.48775	1.30744	0.306831	-1.94399999999996	73.437	1.40394	0
2024	3	1	-0.195551	4.68808	2.71572	0.29211	-1.863	73.6712	1.39995	0.012292
2024	3	1.5	0.111315	4.49697	9.13853	0.292841	-1.78199999999998	73.9528	1.39323	0.08959
2024	3	2	-0.674105	3.13821	2.94098	0.285715	-1.673	74.0878	1.39724	0.080509
2024	3	2.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	3	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	3.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	4	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	4.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	5.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0.071429
2024	3	6	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	6.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	7	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	7.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0.584939
2024	3	8	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	5.508638
2024	3	8.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	18.620266
2024	3	9	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	28.818605
2024	3	9.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	42.337099
2024	3	10	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	49.241307
2024	3	10.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	54.248505
2024	3	11	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	57.957697
2024	3	11.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	55.732447
2024	3	12	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	85.538981
2024	3	12.5	-0.2865	6.61839	6.95232	0.205693	-0.697000000000003	76.1328	1.38248	69.826357
2024	3	13	-0.134149	6.48098	6.90822	0.244153	-0.633999999999958	76.2316	1.3831	84.870875
2024	3	13.5	-0.615679	5.69948	8.12489	0.234351	-0.520999999999958	76.3365	1.38845	66.693134
2024	3	14	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	83.252159
2024	3	14.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	92.456368
2024	3	15	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	74.724142
2024	3	15.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	76.186047
2024	3	16	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	36.108749
2024	3	16.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	7.054153
2024	3	17	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	17.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	18	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	18.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	19	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	19.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	20	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	20.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	21	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	21.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	22	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	22.5	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	23	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	0
2024	3	23.5	0.514883	5.55313	-2.52799	0.204775	-1.67099999999999	37.6787	3.361	0
2024	4	0	0.325481	6.60212	-10.0307	0.222366	-1.77299999999997	40.7783	3.16981	0
2024	4	0.5	0.348912	3.12385	-7.78934	0.214298	-1.92199999999997	43.6183	2.98491	0
2024	4	1	0.366453	3.25374	-11.5446	0.267427	-2.19199999999995	44.8774	2.86058	0
2024	4	1.5	0.221741	5.33601	-10.4295	0.220179	-2.40999999999997	44.3019	2.84416	0
2024	4	2	0.511742E-01	9.5095	-9.45514	0.267149	-2.92999999999995	44.6614	2.71864	0
2024	4	2.5	0.593818	9.43766	-16.1912	0.306345	-3.339	45.9526	2.57551	0
2024	4	3	0.544934	8.83436	-25.4827	0.360077	-4.15199999999999	46.0657	2.41826	0
2024	4	3.5	0.157074	13.9345	-7.51742	0.285823	-4.41199999999998	47.6999	2.29958	0
2024	4	4	0.974504E-01	10.0823	-1.03288	0.271702	-4.745	51.1919	2.09269	0
2024	4	4.5	0.286225E-01	10.1596	0.118007	0.264412	-4.94499999999999	55.7528	1.8686	0
2024	4	5	-9.23E-02	18.194	1.06078	0.339927	-5.35399999999998	53.0247	1.92322	0
2024	4	5.5	0.411984	13.78	0.942517E-01	0.304708	-5.95699999999999	53.5588	1.81607	0
2024	4	6	-5.40E-02	16.5486	4.8583	0.289399	-6.39499999999998	54.725	1.71215	0
2024	4	6.5	0.103661	16.8469	4.30316	0.30091	-6.83699999999999	53.2069	1.71055	0
2024	4	7	-3.33E-02	14.8743	4.21157	0.271918	-7.31899999999996	53.8634	1.625	0
2024	4	7.5	-0.212077	11.3598	-0.102343	0.234762	-7.68399999999997	54.4025	1.56128	1.528128
2024	4	8	0.283211	6.67132	5.27063	0.235837	-7.86599999999999	58.9178	1.38703	33.42536
2024	4	8.5	-0.280497	5.56263	-1.17021	0.226778	-8.38299999999998	58.9004	1.33286	53.387043
2024	4	9	0.312883	6.19075	-0.441553	0.258249	-8.512	58.13	1.34428	116.519269
2024	4	9.5	0.328798	3.99034	-6.01297	0.205932	-8.77999999999997	56.6648	1.36245	233.642082
2024	4	10	0.117841	7.85345	2.3037	0.221913	-7.56099999999998	52.5932	1.63874	272.144408
2024	4	10.5	-5.44E-02	12.8279	8.01145	0.252515	-7.32499999999999	51.7459	1.69884	262.771761
2024	4	11	-9999	-9999	-9999	-9999	-9999	-9999	-99.99	343.262791
2024	4	11.5	1.37114	20.9802	20.9438	0.35373	-6.76599999999996	51.5431	1.78095	430.62835
2024	4	12	-0.619617	32.3614	43.4492	0.33773	-6.23099999999999	49.563	1.93149	392.914839
2024	4	12.5	-0.34904	31.1027	35.397	0.252002	-5.995	48.4034	2.01186	366.751938
2024	4	13	1.1998	24.9306	24.6096	0.288769	-5.959	49.5622	1.97202	260.251827
2024	4	13.5	-0.172764	19.1225	18.472	0.239396	-6.49799999999999	52.0809	1.79792	245.845072
2024	4	14	-7.69E-02	28.0262	25.0896	0.391241	-6.49299999999999	52.3372	1.78897	191.529568
2024	4	14.5	-0.243851	24.8412	20.9154	0.371497	-6.553	53.4257	1.74	136.517608
2024	4	15	-0.277459	19.9113	14.8485	0.270397	-6.43099999999998	54.5229	1.71508	99.483499
2024	4	15.5	-0.154908	24.0384	13.123	0.327416	-6.27599999999995	53.6996	1.76699	57.05814
2024	4	16	0.137797	14.1463	2.2232	0.314316	-6.12599999999998	55.3867	1.72218	25.949391
2024	4	16.5	0.100986	16.2604	5.54437	0.263061	-5.995	55.0347	1.75324	7.120044
2024	4	17	0.773408E-01	14.5048	1.53997	0.212295	-5.995	54.1146	1.78919	0
2024	4	17.5	0.224076	7.01318	-2.52489	0.128921	-6.113	55.4894	1.72002	0
2024	4	18	0.222663	3.87347	-0.342232	0.852467E-01	-6.13200000000001	57.5029	1.63981	0
2024	4	18.5	0.197006	2.6175	-0.217173	0.799332E-01	-6.20599999999996	59.4118	1.55727	0
2024	4	19	0.171402	4.71009	0.48595	0.870633E-01	-6.10199999999998	59.9886	1.54737	0
2024	4	19.5	0.168764	4.68631	0.535654	0.104234	-6.02699999999999	60.9069	1.52057	0
2024	4	20	0.252039	5.43742	0.557345	0.13838	-5.95099999999996	62.6228	1.46234	0
2024	4	20.5	0.223463	5.1737	-0.207137	0.161344	-5.822	63.3124	1.44954	0
2024	4	21	0.162277	5.28712	-0.580548	0.145093	-5.63399999999996	62.9908	1.48334	0
2024	4	21.5	0.271477	5.96134	-0.118996	0.128702	-5.48199999999997	62.9236	1.50325	0
2024	4	22	0.306451	5.57364	-0.796612	0.13388	-5.36199999999997	63.3172	1.50093	0
2024	4	22.5	0.254298	6.29843	-1.55895	0.166484	-5.15699999999998	62.5963	1.55447	0
2024	4	23	0.159058	12.9397	-3.60511	0.242397	-4.88799999999998	59.824	1.70407	0
2024	4	23.5	0.307968	15.0691	-4.98991	0.263136	-4.75	58.7406	1.76838	0
2024	5	0	0.472866E-01	15.8198	-4.86414	0.295154	-4.75700000000001	58.7235	1.76823	0
2024	5	0.5	0.223871	14.6046	-5.01009	0.278941	-4.81399999999996	59.1147	1.74394	0
2024	5	1	0.24556	14.0383	-3.78911	0.262462	-4.88200000000001	59.4584	1.72029	0
2024	5	1.5	0.124239	13.295	-2.97105	0.282797	-4.98499999999996	60.0822	1.68075	0
2024	5	2	0.203415	12.1882	-1.35859	0.24927	-5.13	60.8085	1.63214	0
2024	5	2.5	0.603872E-01	12.7097	-1.5016	0.259314	-5.20499999999998	60.1512	1.65011	0
2024	5	3	0.21976	11.9716	-3.04422	0.249841	-5.17599999999999	59.6377	1.67495	0
2024	5	3.5	0.234661	13.3899	-3.22384	0.253361	-5.14799999999997	59.463	1.68579	0
2024	5	4	0.253702	11.7903	-2.61279	0.227796	-5.14699999999999	59.7803	1.6728	0
2024	5	4.5	0.262107	13.6029	-3.17267	0.242359	-5.08999999999997	59.1758	1.7052	0
2024	5	5	0.300361	12.6525	-2.59834	0.231141	-5.03099999999995	59.3278	1.70656	0
2024	5	5.5	0.243436	10.6597	-2.2474	0.211749	-5.00999999999999	59.6041	1.69762	0
2024	5	6	0.795378E-01	13.2575	-2.70074	0.258396	-5.04199999999997	58.8759	1.72407	0
2024	5	6.5	0.119956	12.1538	-2.8536	0.259861	-5.01399999999995	58.9462	1.72474	0
2024	5	7	0.101604	12.8124	-2.82945	0.286631	-4.98999999999995	59.8496	1.68985	0
2024	5	7.5	0.118725	11.1369	-1.76348	0.248124	-4.96899999999999	60.9725	1.64518	0
2024	5	8	-7.59E-02	12.923	-1.22092	0.271974	-4.83099999999996	60.788	1.67037	6.271872
2024	5	8.5	-8.34E-02	12.6209	-1.09296	0.282889	-4.69399999999996	60.2647	1.71022	20.947951
2024	5	9	0.214288	12.8481	-2.09369	0.262008	-4.45999999999998	59.0893	1.79225	37.954817
2024	5	9.5	0.380554	14.5611	1.84081	0.238651	-4.279	59.8252	1.78421	58.437431
2024	5	10	-0.310428	12.7243	2.07524	0.223588	-4.05799999999999	60.5574	1.78104	79.653267
2024	5	10.5	-2.76E-02	16.3075	7.81942	0.240366	-4.178	62.5626	1.67534	94.396346
2024	5	11	-0.170383	16.4446	9.6677	0.234167	-4.09099999999995	62.7314	1.67862	102.274086
2024	5	11.5	-0.227322	16.0809	8.90059	0.223708	-3.86699999999996	62.5222	1.71667	108.545404
2024	5	12	-0.213761	20.7494	10.4066	0.285312	-3.61099999999999	62.1965	1.76513	120.65526
2024	5	12.5	-0.334841	21.9289	10.8569	0.279441	-3.53299999999996	61.6433	1.80144	115.380066
2024	5	13	-3.19E-02	22.5008	10.5495	0.300711	-3.52299999999997	61.728	1.79883	117.40742
2024	5	13.5	-2.60E-03	19.2923	8.21821	0.242874	-3.44899999999996	61.3969	1.82453	136.260354
2024	5	14	-0.131917	22.6313	12.078	0.290997	-3.27499999999998	61.3584	1.85021	95.632447
2024	5	14.5	-0.124472	20.6105	7.70466	0.279952	-3.16399999999999	61.6691	1.85066	72.685271
2024	5	15	-0.119496	18.1296	4.29198	0.283929	-3.16799999999995	61.6946	1.8488	50.000221
2024	5	15.5	0.132911	17.1159	1.66472	0.264065	-3.06999999999999	62.1202	1.8417	36.204208
2024	5	16	0.788369E-01	15.4581	0.156393	0.249266	-3.09699999999998	62.002	1.84368	25.885604
2024	5	16.5	0.777930E-01	14.2921	-1.46851	0.26264	-3.13899999999995	62.1777	1.8294	6.723699
2024	5	17	0.3431	10.0352	-2.63094	0.202128	-3.16999999999996	62.2721	1.82061	0
2024	5	17.5	0.339816	9.16509	-3.86272	0.189956	-3.25899999999996	62.587	1.79356	0
2024	5	18	0.337406	8.6475	-3.46028	0.162455	-3.25700000000001	62.82	1.78261	0
2024	5	18.5	0.344167	9.84539	-4.55776	0.198146	-3.21099999999996	63.0516	1.77764	0
2024	5	19	0.345054	6.57572	-3.60078	0.151026	-3.24199999999996	63.7683	1.73912	0
2024	5	19.5	0.40678	5.06919	-2.73766	0.129018	-3.25	64.4133	1.70713	0
2024	5	20	0.250535	2.76243	-1.64446	0.788491E-01	-3.25899999999996	64.8271	1.68617	0
2024	5	20.5	0.371332	2.90321	-1.44099	0.779525E-01	-3.30399999999997	65.2062	1.66243	0
2024	5	21	0.536892	3.33964	-1.33152	0.791310E-01	-3.34099999999995	65.6592	1.63621	0
2024	5	21.5	0.194476	4.07015	-2.46287	0.104119	-3.26799999999997	64.9285	1.68012	0
2024	5	22	0.177273	5.2065	-2.48354	0.114011	-3.149	64.9797	1.69267	0
2024	5	22.5	0.13806	2.5816	-1.53663	0.327760E-01	-3.12199999999996	65.7338	1.65957	0
2024	5	23	0.146381	0.412642	-9.78E-02	0.346360E-01	-3.161	66.7273	1.60671	0
2024	5	23.5	-0.23611	0.639485	0.369915E-01	0.473835E-01	-3.19799999999998	67.3673	1.5715	0
2024	6	0	0.344269	1.97452	-0.558881	0.705146E-01	-3.21299999999997	67.3142	1.57235	0
2024	6	0.5	0.365296	2.14109	-0.414327	0.874201E-01	-3.19999999999999	67.475	1.56613	0
2024	6	1	0.458632	4.59888	-1.3306	0.134439	-3.14699999999999	66.3436	1.62703	0
2024	6	1.5	0.368249	3.98019	-1.38637	0.129366	-3.13499999999999	65.5119	1.66873	0
2024	6	2	0.265302	3.10322	-0.828645	0.110186	-3.173	65.5836	1.66052	0
2024	6	2.5	0.349961	4.53361	-1.11637	0.116485	-3.20399999999995	64.7895	1.69492	0
2024	6	3	0.276555	3.76372	-1.27799	0.134132	-3.28799999999995	65.1161	1.66873	0
2024	6	3.5	0.356225	6.48992	-1.82722	0.118195	-3.31599999999997	63.5871	1.73817	0
2024	6	4	0.257143	2.46156	-0.921297	0.702900E-01	-3.40899999999999	64.606	1.67779	0
2024	6	4.5	0.380595	2.0269	-0.641109	0.685142E-01	-3.47799999999995	65.8469	1.61072	0
2024	6	5	0.43269	3.60574	-0.666597	0.648022E-01	-3.50899999999996	64.1519	1.68676	0
2024	6	5.5	0.411022	2.53064	-0.620811	0.505264E-01	-3.52199999999999	64.4498	1.67111	0
2024	6	6	0.781754	3.25088	-1.13598	0.540238E-01	-3.53399999999999	64.2486	1.67901	0
2024	6	6.5	0.522599	2.97575	-1.09835	0.168702	-3.57099999999997	64.8087	1.64818	0
2024	6	7	0.464199	4.04814	-1.65783	0.113959	-3.529	64.664	1.66009	0
2024	6	7.5	0.385765	3.66341	-1.45365	0.107356	-3.601	64.5962	1.65439	0
2024	6	8	0.637338	5.00384	-1.53014	0.135867	-3.59299999999996	64.5058	1.6596	5.876966
2024	6	8.5	0.132293	8.01995	0.281603	0.183526	-3.44299999999998	64.299	1.68809	21.381174
2024	6	9	-0.208811	8.69569	1.10115	0.184432	-3.30099999999999	65.017	1.67177	31.848505
2024	6	9.5	0.260981	10.6006	2.57561	0.226026	-3	65.1202	1.70474	70.788815
2024	6	10	-0.546584	12.8746	0.406731	0.316281	-2.62899999999996	65.1745	1.74972	102.846401
2024	6	10.5	0.615455	18.6042	3.94572	0.368582	-2.33199999999999	65.0365	1.79578	106.23876
2024	6	11	-2.19E-02	21.1077	3.27924	0.388223	-2.07799999999997	64.085	1.87964	107.874419
2024	6	11.5	-0.416968	25.2263	2.26783	0.421477	-1.87099999999998	63.6958	1.92921	140.187486
2024	6	12	0.104325E-01	27.3745	1.54825	0.418224	-1.63999999999999	63.0343	1.99803	197.015282
2024	6	12.5	-0.229989	27.7401	5.35422	0.39017	-1.37799999999999	62.5464	2.06389	185.648726
2024	6	13	-0.18337	32.9952	5.47482	0.40279	-1.15499999999997	61.8947	2.13437	217.29546
2024	6	13.5	-0.442817	41.1321	7.21859	0.46923	-1.04999999999995	60.4564	2.23217	200.058361
2024	6	14	-0.595568	34.6191	2.71691	0.423038	-0.916999999999973	61.8717	2.17336	141.981949
2024	6	14.5	-0.407947	28.034	-0.944902	0.416384	-0.843999999999994	60.8331	2.24448	95.787043
2024	6	15	0.244534	30.7541	-8.29996	0.412055	-0.912999999999954	59.0818	2.33293	78.863234
2024	6	15.5	0.924829E-02	25.0985	-5.03399	0.352572	-1.00099999999998	60.9715	2.21101	59.692802
2024	6	16	0.255660E-02	24.8579	-5.38334	0.367882	-1.161	62.3184	2.10986	29.982946
2024	6	16.5	0.1807	16.4468	-5.22929	0.314885	-1.226	64.4266	1.98227	8.272979
2024	6	17	0.222907	12.8305	-7.31999	0.284098	-1.26599999999996	64.8111	1.95504	0
2024	6	17.5	0.645921	6.58183	-4.75708	0.250359	-1.59999999999997	67.5195	1.76085	0
2024	6	18	0.367732	3.40337	-2.19381	0.23272	-1.75399999999996	68.8513	1.6696	0
2024	6	18.5	-0.113599	2.87193	-0.605128	0.175366	-2.08499999999998	67.4324	1.70354	0
2024	6	19	1.03409	2.25326	-2.29561	0.185874	-2.15899999999999	66.3516	1.75046	0
2024	6	19.5	-0.20135	1.95285	-1.0887	0.204207	-2.20299999999997	68.5005	1.63337	0
